#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:hanta_S_aligned" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:hanta_S_aligned" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:hanta_S_aligned" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:hanta_S_aligned" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:hanta_S_aligned" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.hanta_S_aligned" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:hanta_S_aligned" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:hanta_S_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.7" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:hanta_S_aligned" name="distribution">
#            <parameter id="kappa.s:hanta_S_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:hanta_S_aligned" name="distribution" x="@popSize.t:hanta_S_aligned">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@hanta_S_aligned" id="treeLikelihood.hanta_S_aligned" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:hanta_S_aligned">
#            <siteModel id="SiteModel.s:hanta_S_aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:hanta_S_aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:hanta_S_aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:hanta_S_aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:hanta_S_aligned" kappa="@kappa.s:hanta_S_aligned" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:hanta_S_aligned" id="estimatedFreqs.s:hanta_S_aligned" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:hanta_S_aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:hanta_S_aligned" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	popSize	CoalescentConstant
3147000	-85859.59052374196	-85211.54068973467	-648.0498340072986	-85211.54068973467	830.0630741790818	14439.333630319446	2.1567663480843384	0.32766424679965434	0.18804316027057433	0.1837878208862671	0.30050477204350423	4097.560437239044	-641.4867513754654
3148000	-85850.82154817495	-85201.88851551057	-648.9330326643893	-85201.88851551057	765.7676542111242	14289.721441227806	2.1567663480843384	0.32766424679965434	0.18804316027057433	0.1837878208862671	0.30050477204350423	4742.500645489353	-642.2237772549324
3149000	-85859.83606008936	-85213.11137395291	-646.7246861364556	-85213.11137395291	822.5195475196915	14288.585704209412	2.1567663480843384	0.32766424679965434	0.18804316027057433	0.1837878208862671	0.30050477204350423	3815.8058624701866	-640.232843408256
3150000	-85868.7332393219	-85220.78362156323	-647.9496177586649	-85220.78362156323	827.4383980041702	14378.724469013448	2.2171984586336535	0.3270578119509676	0.18501016918405847	0.18239700231952058	0.3055350165454534	3631.1624554242912	-641.4562613867641
3151000	-85865.98559997184	-85218.25947741767	-647.7261225541743	-85218.25947741767	853.8900513775184	14429.16309519643	2.1502896399424607	0.3270578119509676	0.18501016918405847	0.18239700231952058	0.3055350165454534	3844.1323913843985	-641.2021167092668
3152000	-85861.86239589889	-85212.99959157205	-648.8628043268366	-85212.99959157205	845.1066803583376	14482.977341856473	2.1502896399424607	0.3270578119509676	0.18501016918405847	0.18239700231952058	0.3055350165454534	4189.891548378135	-642.2526715633338
3153000	-85869.2380866199	-85221.05348938098	-648.1845972389159	-85221.05348938098	826.4613021178656	14352.107302235388	2.0749021497653173	0.32807610078244726	0.1891837197380919	0.18388241238050715	0.2988577670989538	4506.1266463812335	-641.565920595465
3154000	-85858.12205475241	-85209.5055486191	-648.6165061333102	-85209.5055486191	818.3425921685687	14361.914964862603	2.0749021497653173	0.32807610078244726	0.1891837197380919	0.18388241238050715	0.2988577670989538	3374.969009761964	-642.2868812956501
3155000	-85862.56077498417	-85214.75995080208	-647.8008241820987	-85214.75995080208	874.8675708289621	14422.51504479742	2.162935861377216	0.32693563459607	0.18521083328541668	0.18233603741197327	0.30551749470654005	3989.1582912725607	-641.2357469629584
3156000	-85851.17771890374	-85202.89063077222	-648.2870881315137	-85202.89063077222	812.9200773979162	14402.750237735729	2.162935861377216	0.32693563459607	0.18521083328541668	0.18233603741197327	0.30551749470654005	3793.189021580391	-641.7723840706665
3157000	-85881.29607289913	-85230.44121628473	-650.8548566143974	-85230.44121628473	793.8735294005035	14431.514500273603	2.162935861377216	0.32693563459607	0.18521083328541668	0.18788124524379285	0.2999722868747205	5129.662196688898	-644.0732452273166
3158000	-85861.09295764269	-85212.89575396803	-648.19720367466	-85212.89575396803	855.7028652050816	14503.01682980041	2.1618989027018984	0.3271883952269002	0.18523367198511978	0.1880135327215541	0.299564400066426	4121.5271570657715	-641.6355355763594
3159000	-85862.40652330114	-85214.36095358657	-648.0455697145675	-85214.36095358657	848.9357674441196	14489.16282482816	2.1618989027018984	0.3271883952269002	0.18523367198511978	0.1880135327215541	0.299564400066426	3758.3485363568348	-641.5761457382754
3160000	-85860.24045265626	-85211.96424470938	-648.2762079468787	-85211.96424470938	807.6340321326942	14436.695934000032	2.1618989027018984	0.3271883952269002	0.18523367198511978	0.1880135327215541	0.299564400066426	3690.359991769543	-641.8250396004104
3161000	-85856.10488894569	-85209.32794419109	-646.7769447546077	-85209.32794419109	821.8266180806474	14272.890546301842	2.1618989027018984	0.3271883952269002	0.18523367198511978	0.1880135327215541	0.299564400066426	3807.677730900551	-640.294480936321
3162000	-85864.16648653203	-85215.03046077736	-649.1360257546733	-85215.03046077736	811.1672097533749	14596.758412849385	2.1322153016384258	0.3277866938702329	0.18659130689725628	0.18846514773035658	0.2971568515021541	4411.970260898278	-642.5283760980269
3163000	-85859.96759831905	-85211.07850780014	-648.889090518914	-85211.07850780014	813.7832098215523	14430.6926449761	2.1322153016384258	0.3277866938702329	0.18659130689725628	0.18846514773035658	0.2971568515021541	3537.1005287559797	-642.502454891273
3164000	-85861.01346002826	-85212.55793944118	-648.4555205870867	-85212.55793944118	790.3957305216124	14278.1165346863	2.1322153016384258	0.3277866938702329	0.18659130689725628	0.18846514773035658	0.2971568515021541	4546.654769045433	-641.8178005443403
3165000	-85866.80669570262	-85219.10898247523	-647.6977132273909	-85219.10898247523	806.5387447052076	14349.867650313063	2.1322153016384258	0.3277866938702329	0.18659130689725628	0.18846514773035658	0.2971568515021541	4345.911360271389	-641.1051494456871
3166000	-85862.76024831034	-85215.446260809	-647.3139875013492	-85215.446260809	803.8107539892375	14247.682794628023	2.1322153016384258	0.3277866938702329	0.18659130689725628	0.18846514773035658	0.2971568515021541	3993.2860645726664	-640.806044738537
3167000	-85857.73420277635	-85208.26304302782	-649.4711597485332	-85208.26304302782	788.0451146248828	14519.493036162617	2.1322153016384258	0.3277866938702329	0.18659130689725628	0.18846514773035658	0.2971568515021541	4645.833069903559	-642.811860748902
3168000	-85867.7673366053	-85216.56286483121	-651.2044717740898	-85216.56286483121	759.866831656211	14371.738506092954	2.178066462732297	0.3277866938702329	0.18659130689725628	0.18846514773035658	0.2971568515021541	5225.017325173138	-644.4095711103197
3169000	-85858.79960932555	-85212.18432194577	-646.6152873797821	-85212.18432194577	784.4936376031819	14144.28302580461	2.178066462732297	0.3277866938702329	0.18659130689725628	0.18846514773035658	0.2971568515021541	3939.9030288925255	-640.1026887186291
3170000	-85857.06141548404	-85209.32444597255	-647.7369695114966	-85209.32444597255	821.2369691391557	14339.250423370842	2.178066462732297	0.3277866938702329	0.18659130689725628	0.18846514773035658	0.2971568515021541	4115.64254871895	-641.1807319915283
3171000	-85877.54417431647	-85230.00027157806	-647.5439027384062	-85230.00027157806	839.490652973932	14425.92225294199	2.120466684440016	0.3287913467527098	0.18926754857446512	0.1899535728847755	0.2919875317880496	4115.494976468182	-641.0333284113273
3172000	-85864.3550430876	-85215.52844713374	-648.8265959538708	-85215.52844713374	811.1340651940136	14599.27173372817	2.2064164863247138	0.32787935395283596	0.1852916205586547	0.18810532688428186	0.2987236986042274	3632.356227709778	-642.3740422363974
3173000	-85863.87051287579	-85215.60919582128	-648.2613170545148	-85215.60919582128	839.1853418366663	14575.400459814718	2.2064164863247138	0.32787935395283596	0.1852916205586547	0.18810532688428186	0.2987236986042274	4307.913489463003	-641.6381911955639
3174000	-85865.69190055547	-85217.77263560757	-647.9192649478908	-85217.77263560757	801.7965416668965	14382.226585909975	2.2064164863247138	0.32787935395283596	0.1852916205586547	0.18810532688428186	0.2987236986042274	4060.56457876763	-641.3552707439079
3175000	-85860.20129529551	-85211.41357579031	-648.787719505198	-85211.41357579031	812.8867383054258	14436.982724259327	2.2064164863247138	0.32787935395283596	0.1852916205586547	0.18810532688428186	0.2987236986042274	3552.3581039405667	-642.3574356863716
3176000	-85860.93359831412	-85212.23618652213	-648.6974117919873	-85212.23618652213	790.5807687968792	14460.669697528585	2.185346078260487	0.3280670445537169	0.18655253632543367	0.1885239360505941	0.29685648307025536	4373.783141636001	-642.0773168451212
3177000	-85851.73498379182	-85201.3612391711	-650.3737446207125	-85201.3612391711	802.9046408822489	14296.76320069563	2.185346078260487	0.3280670445537169	0.18655253632543367	0.1885239360505941	0.29685648307025536	5362.514691756114	-643.5498449919418
3178000	-85871.93885965922	-85222.42663874653	-649.512220912681	-85222.42663874653	830.2313490865761	14390.268613018841	2.185346078260487	0.3280670445537169	0.18655253632543367	0.1885239360505941	0.29685648307025536	3104.680760222758	-643.2348434125254
3179000	-85860.11774990984	-85211.269905721	-648.8478441888413	-85211.269905721	803.0184226448891	14423.478469585893	2.185346078260487	0.32290308218191127	0.18655253632543367	0.1885239360505941	0.30202044544206097	3316.5997979023405	-642.5085779229917
3180000	-85853.97659278692	-85205.71066675754	-648.2659260293796	-85205.71066675754	839.8477933582575	14401.872532022231	2.185346078260487	0.32290308218191127	0.18655253632543367	0.1885239360505941	0.30202044544206097	4387.835622511108	-641.646763783367
3181000	-85855.37901808813	-85206.5777172089	-648.8013008792396	-85206.5777172089	799.4794335137107	14462.22601441078	2.185346078260487	0.32290308218191127	0.19375106727742966	0.1885239360505941	0.294821914490065	3484.004817435231	-642.4540064535872
3182000	-85863.66467938712	-85215.21864191524	-648.4460374718802	-85215.21864191524	819.1419914641322	14486.51858799315	2.185346078260487	0.32290308218191127	0.19375106727742966	0.1885239360505941	0.294821914490065	4359.396303070385	-641.8745919027726
3183000	-85854.77789089043	-85205.98083124249	-648.7970596479437	-85205.98083124249	795.5725802317554	14536.730136551498	2.185346078260487	0.32290308218191127	0.19375106727742966	0.1885239360505941	0.294821914490065	3874.313337383673	-642.3435792201645
3184000	-85854.02709855212	-85205.2430352666	-648.7840632855182	-85205.2430352666	800.5234486687116	14479.19611990039	2.185346078260487	0.32290308218191127	0.19375106727742966	0.1885239360505941	0.294821914490065	3600.468103435617	-642.403887435845
3185000	-85853.22230092286	-85204.66769703318	-648.5546038896911	-85204.66769703318	816.7653540202792	14503.454419747262	2.2350154226189103	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3998.1646725092132	-642.0310070493691
3186000	-85862.63552205612	-85213.14341021322	-649.4921118429015	-85213.14341021322	863.6244995567279	14533.976546305053	2.2350154226189103	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4969.777375873189	-642.7509753810128
3187000	-85848.76247413401	-85200.33575362765	-648.4267205063719	-85200.33575362765	827.498850226282	14545.683804998642	2.2350154226189103	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4177.357030724093	-641.8592803327446
3188000	-85857.90426514189	-85210.48489078126	-647.4193743606246	-85210.48489078126	767.2756011962535	14303.35357984641	2.1912696464016936	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3926.0198706438905	-640.9311523234401
3189000	-85866.82153594916	-85218.06555919607	-648.7559767530867	-85218.06555919607	787.5719200257757	14373.475903003951	2.1912696464016936	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3603.5208754615032	-642.3534694845658
3190000	-85863.65725135949	-85214.8477464356	-648.809504923886	-85214.8477464356	813.4707157735729	14340.27943203037	2.1912696464016936	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4748.55843356057	-642.1310679595246
3191000	-85857.15901236417	-85208.4111841406	-648.7478282235663	-85208.4111841406	814.573220763122	14468.66188980442	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4528.836758474246	-642.1016050475647
3192000	-85853.62660620798	-85205.36179101843	-648.2648151895552	-85205.36179101843	802.9656141371694	14422.97226973591	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3780.050579578205	-641.7993197434818
3193000	-85874.95096811358	-85226.8544827274	-648.0964853861827	-85226.8544827274	893.1290647360333	14435.77803428688	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4337.878127298052	-641.4933420126964
3194000	-85862.05229078769	-85212.88896343723	-649.1633273504502	-85212.88896343723	778.4594522065167	14469.929161333775	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3634.8555176457985	-642.7369999321168
3195000	-85878.24575344665	-85227.62645284655	-650.6193006000951	-85227.62645284655	778.0733159918726	14550.653501304605	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3293.3462851314407	-644.2916383885884
3196000	-85856.78488236363	-85208.77398384416	-648.0108985194674	-85208.77398384416	784.2381672268183	14338.354022456871	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4029.817451751879	-641.4814193861762
3197000	-85866.08393127272	-85216.3769364803	-649.7069947924236	-85216.3769364803	787.8846610933714	14514.940538924126	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4602.592924192436	-643.044616912873
3198000	-85866.57278236239	-85217.34417458379	-649.2286077786044	-85217.34417458379	826.6101725911217	14462.592971499556	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3343.5874479855456	-642.8858054061199
3199000	-85863.1370297319	-85214.86905746954	-648.2679722623537	-85214.86905746954	812.1213454484025	14439.382992328721	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4230.518814362763	-641.6898895699763
3200000	-85871.72301663588	-85222.78113218883	-648.9418844470478	-85222.78113218883	858.1837402611671	14632.703417402723	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3863.4636736245043	-642.4545622854623
3201000	-85852.85704585891	-85204.22635093878	-648.6306949201229	-85204.22635093878	861.1268991968939	14636.243132503661	2.2298981578035924	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4373.853225417895	-642.0192924988866
3202000	-85865.16022261056	-85215.70582621793	-649.4543963926317	-85215.70582621793	811.086303323043	14414.577221211825	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4982.73643251097	-642.7515000362572
3203000	-85860.66363999755	-85213.97012089264	-646.6935191049147	-85213.97012089264	838.2446186023941	14264.850919402814	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3510.9984787633384	-640.3407015091965
3204000	-85847.95766359146	-85199.9130563136	-648.0446072778649	-85199.9130563136	836.67281239202	14507.766109979319	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4167.077713970811	-641.5204751439281
3205000	-85864.04980691469	-85213.5947258237	-650.4550810909859	-85213.5947258237	786.4628738835089	14202.076579512286	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	2887.826058657786	-644.2976599689565
3206000	-85853.06211017977	-85204.0985795462	-648.9635306335739	-85204.0985795462	819.7150121190787	14268.921497246842	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4962.8388930921465	-642.2646355672836
3207000	-85858.89316341479	-85209.82581608176	-649.0673473330219	-85209.82581608176	800.9374273122071	14458.268821788317	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3533.727208468783	-642.7080770208805
3208000	-85859.80197596055	-85211.93549800107	-647.8664779594778	-85211.93549800107	803.6300980170038	14377.288635748004	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4100.300752246812	-641.358500502442
3209000	-85864.42245588911	-85216.00127613128	-648.4211797578315	-85216.00127613128	822.2423859976625	14544.384735313377	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	3705.586834461472	-642.0144209899483
3210000	-85870.32052110294	-85220.95204635577	-649.3684747471697	-85220.95204635577	816.2014306998678	14616.612778700393	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4212.082674900821	-642.8336003928623
3211000	-85867.92068103778	-85219.85588964398	-648.0647913937989	-85219.85588964398	813.1619526921208	14449.671311290811	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4232.705632616947	-641.5250328439469
3212000	-85865.35888982884	-85216.68004509946	-648.6788447293804	-85216.68004509946	805.8367049165987	14482.862523436037	2.1312908441487677	0.3221305736594947	0.1913470740938573	0.1873973342422822	0.29912501800436586	4366.474024943064	-642.1079717734306
3213000	-85859.35588112407	-85212.02396243725	-647.331918686822	-85212.02396243725	831.0065422251834	14368.937559369435	2.199051836625784	0.32250150699059305	0.19366295641771625	0.18883007356084205	0.29500546303084857	4228.790215882763	-640.7871363022518
3214000	-85857.00848874963	-85208.87483785713	-648.1336508925061	-85208.87483785713	791.9563298199661	14321.845797242791	2.199051836625784	0.3265173613545961	0.18964710205371324	0.18883007356084205	0.29500546303084857	3512.663187093801	-641.7486729359902
3215000	-85869.53271842896	-85220.27043957247	-649.262278856493	-85220.27043957247	823.1464138597249	14431.463130363612	2.199051836625784	0.3228669093559266	0.18964710205371324	0.18883007356084205	0.29865591502951805	4902.695178735374	-642.5470562666123
3216000	-85858.4863463389	-85210.17163941031	-648.3147069285914	-85210.17163941031	805.2031647876778	14519.347221202499	2.199051836625784	0.3228669093559266	0.18964710205371324	0.18883007356084205	0.29865591502951805	4071.20433075389	-641.7853305690437
3217000	-85866.18464686463	-85217.60901383904	-648.5756330255801	-85217.60901383904	855.8338730635608	14479.667269051064	2.199051836625784	0.3228669093559266	0.18964710205371324	0.18883007356084205	0.29865591502951805	4313.5388010666	-641.9884368913212
3218000	-85860.55849642666	-85212.48509574978	-648.073400676873	-85212.48509574978	807.2112051832135	14365.783996470995	2.199051836625784	0.3228669093559266	0.18964710205371324	0.18883007356084205	0.29865591502951805	4285.955539173206	-641.4926196538747
3219000	-85856.85397735154	-85209.07870063791	-647.7752767136279	-85209.07870063791	775.148760495939	14266.597277120338	2.1046681624132573	0.33095617957142004	0.18964710205371324	0.1807408033453486	0.29865591502951805	3744.801626081095	-641.3096585905473
3220000	-85849.73143100103	-85202.32904484028	-647.4023861607357	-85202.32904484028	797.78335649577	14212.804468346452	2.157715178577719	0.33012252090800037	0.1872281813699574	0.17993832436854093	0.30271097335350133	3638.1045640324874	-640.9256918289167
3221000	-85866.38982186167	-85217.78092851127	-648.6088933503918	-85217.78092851127	814.5086499018298	14320.114696561392	2.157715178577719	0.33012252090800037	0.1872281813699574	0.17993832436854093	0.30271097335350133	4567.599665194477	-641.9046740108854
3222000	-85861.32662943607	-85212.50623994923	-648.8203894868379	-85212.50623994923	834.5280116769829	14455.623494623134	2.13138240637295	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	3650.8377255986675	-642.3564224417544
3223000	-85864.4067255452	-85215.56310556628	-648.8436199789193	-85215.56310556628	815.2306181508183	14464.259805730715	2.13138240637295	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	4302.242111809381	-642.2154732808007
3224000	-85860.47993379917	-85212.60037247774	-647.8795613214314	-85212.60037247774	883.3622841927017	14571.541634430836	2.13138240637295	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	4156.9822216972725	-641.2857615479238
3225000	-85853.26028681421	-85206.08725608754	-647.1730307266706	-85206.08725608754	837.5351134132127	14425.821574461736	2.13138240637295	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	3994.4590304560875	-640.619112178311
3226000	-85858.64716014884	-85211.09073984654	-647.5564203023142	-85211.09073984654	796.3389437147171	14227.759259066823	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	4147.95145943882	-640.9306208234472
3227000	-85855.64383477991	-85208.46643231867	-647.1774024612353	-85208.46643231867	856.5157654851323	14353.69888131787	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	3797.0673884696953	-640.6399885415954
3228000	-85866.8707891094	-85217.21472111967	-649.6560679897242	-85217.21472111967	838.6106952698802	14722.615539210747	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	3828.2041596332183	-643.1104872935896
3229000	-85862.01121977309	-85214.242511492	-647.7687082810943	-85214.242511492	829.8755458492014	14281.11355819637	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	3740.9039120910343	-641.2461961204161
3230000	-85870.56470040932	-85219.28853453202	-651.2761658772879	-85219.28853453202	830.3513117603247	14157.228316879013	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	5727.878921959527	-644.3276356950504
3231000	-85872.29249646698	-85223.67080941236	-648.6216870546245	-85223.67080941236	942.0523761816264	14761.007450085992	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	3932.1161885810425	-642.0493244125612
3232000	-85856.67771391555	-85208.91630109643	-647.7614128191246	-85208.91630109643	766.184666553931	14277.514314338488	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	3893.753218099562	-641.1988543983646
3233000	-85870.95892960567	-85223.61427982998	-647.344649775674	-85223.61427982998	830.5949498317023	14440.31701908412	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	4111.114341819963	-640.7277707637897
3234000	-85866.07223740085	-85218.04332893848	-648.0289084623597	-85218.04332893848	782.8558333227851	14343.32130783028	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	3819.478906628508	-641.485609570195
3235000	-85867.96645641715	-85220.32941897519	-647.6370374419595	-85220.32941897519	735.3176766502235	14168.503772474269	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	3983.5933032915186	-641.0516682992264
3236000	-85862.41973618415	-85212.47170565653	-649.9480305276215	-85212.47170565653	787.1402284152433	14469.389730451658	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	4683.166404088721	-643.2008711736715
3237000	-85849.2845511041	-85199.76569674906	-649.518854355034	-85199.76569674906	820.680142597252	14417.079062862715	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	4886.310368766883	-642.729231971431
3238000	-85852.58072988514	-85204.69798716335	-647.8827427217926	-85204.69798716335	844.8646045593716	14436.817688231497	2.2180831526972216	0.3305407240038552	0.18805963365762626	0.18010588928984772	0.3012937530486709	4003.896799923023	-641.2922897441883
3239000	-85859.16838733833	-85210.45493648482	-648.7134508535022	-85210.45493648482	781.9782298320986	14320.691411899981	2.2180831526972216	0.3245278986077965	0.19407245905368492	0.18010588928984772	0.3012937530486709	4577.828394130341	-642.0283835636751
3240000	-85855.91288775555	-85207.27124894428	-648.6416388112649	-85207.27124894428	863.741905675871	14576.098547881793	2.2180831526972216	0.3245278986077965	0.19407245905368492	0.18010588928984772	0.3012937530486709	3702.9181858703682	-642.1686750496916
3241000	-85857.77671390137	-85210.87530121252	-646.9014126888559	-85210.87530121252	813.3739795939596	14226.740978844819	2.2180831526972216	0.3245278986077965	0.19407245905368492	0.18010588928984772	0.3012937530486709	3757.9108591791137	-640.4137069545295
3242000	-85863.84243966898	-85215.31092923635	-648.5315104326266	-85215.31092923635	801.5100568720359	14501.462086824646	2.2180831526972216	0.3245278986077965	0.19407245905368492	0.18010588928984772	0.3012937530486709	4217.364402699455	-641.9284574949154
3243000	-85865.01057987197	-85214.33076971334	-650.6798101586331	-85214.33076971334	821.9780265649408	14671.405844990377	2.2180831526972216	0.3245278986077965	0.19407245905368492	0.18010588928984772	0.3012937530486709	4989.796095957887	-643.9085725583394
3244000	-85858.55719464758	-85209.78453762976	-648.7726570178177	-85209.78453762976	841.3777779103937	14544.538946436465	2.3203951035002746	0.3242076715233909	0.19407245905368492	0.18010588928984772	0.3016139801330765	3614.283447530323	-642.2842700757116
3245000	-85857.21428904124	-85209.24327957128	-647.9710094699574	-85209.24327957128	806.2805089186454	14333.068581022982	2.1615777308430895	0.3242076715233909	0.19407245905368492	0.18010588928984772	0.3016139801330765	4369.088183364874	-641.3550711362606
3246000	-85860.07891196752	-85212.3365617662	-647.7423502013113	-85212.3365617662	821.9344060809894	14350.654311622746	2.1615777308430895	0.3242076715233909	0.19407245905368492	0.18010588928984772	0.3016139801330765	4153.902471831546	-641.1769179542141
3247000	-85859.48390352305	-85211.77142327678	-647.7124802462724	-85211.77142327678	799.6925805423712	14185.193480916569	2.1615777308430895	0.3242076715233909	0.19407245905368492	0.18010588928984772	0.3016139801330765	4670.497238012786	-641.0298307052577
3248000	-85855.14829649452	-85207.78979587945	-647.3585006150665	-85207.78979587945	835.0581848314575	14372.985371727626	2.2333640577544225	0.3235756504552034	0.19073006886099644	0.1786751090749726	0.3070191716088276	3829.422921502897	-640.8175697996768
