#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:hanta_S_aligned" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:hanta_S_aligned" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:hanta_S_aligned" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:hanta_S_aligned" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:hanta_S_aligned" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.hanta_S_aligned" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:hanta_S_aligned" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:hanta_S_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.7" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:hanta_S_aligned" name="distribution">
#            <parameter id="kappa.s:hanta_S_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:hanta_S_aligned" name="distribution" x="@popSize.t:hanta_S_aligned">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@hanta_S_aligned" id="treeLikelihood.hanta_S_aligned" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:hanta_S_aligned">
#            <siteModel id="SiteModel.s:hanta_S_aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:hanta_S_aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:hanta_S_aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:hanta_S_aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:hanta_S_aligned" kappa="@kappa.s:hanta_S_aligned" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:hanta_S_aligned" id="estimatedFreqs.s:hanta_S_aligned" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:hanta_S_aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:hanta_S_aligned" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	popSize	CoalescentConstant
8976000	-85853.73850459937	-85205.52320565368	-648.2152989456971	-85205.52320565368	801.4162282766633	14401.108869906988	2.151986153351318	0.32382550698827606	0.1937291030548549	0.18757781801148948	0.29486757194537966	3992.253537774287	-641.7385785483579
8977000	-85854.98880233358	-85207.10642637308	-647.8823759604994	-85207.10642637308	868.0031174563481	14468.092760543346	2.151986153351318	0.32382550698827606	0.1937291030548549	0.18757781801148948	0.29486757194537966	4379.232656788269	-641.3131379145328
8978000	-85851.33527098983	-85202.08036666976	-649.254904320077	-85202.08036666976	811.7730011929855	14441.58296716137	2.151986153351318	0.32382550698827606	0.1937291030548549	0.18757781801148948	0.29486757194537966	4658.676688479272	-642.6238083552563
8979000	-85861.04838038838	-85213.37337591797	-647.6750044704075	-85213.37337591797	775.6443959583937	14187.040413458328	2.151986153351318	0.32382550698827606	0.1937291030548549	0.18757781801148948	0.29486757194537966	4369.388221718068	-641.1080169366902
8980000	-85854.30272395763	-85205.13724475274	-649.1654792048936	-85205.13724475274	788.6267718456297	14490.919352445391	2.151986153351318	0.32382550698827606	0.1937291030548549	0.18757781801148948	0.29486757194537966	3499.99180931602	-642.8203540471561
8981000	-85860.66386181084	-85210.7598307681	-649.9040310427341	-85210.7598307681	820.2512612700496	14578.983141933775	2.151986153351318	0.32382550698827606	0.1937291030548549	0.18757781801148948	0.29486757194537966	4789.794880388235	-643.2451789252539
8982000	-85857.48682957383	-85207.50081892234	-649.9860106514784	-85207.50081892234	831.679970643359	14537.083552471713	2.151986153351318	0.32382550698827606	0.1937291030548549	0.18757781801148948	0.29486757194537966	5073.388147766048	-643.2696372539094
8983000	-85845.64672404877	-85197.37073277308	-648.2759912756873	-85197.37073277308	784.8320517094478	14373.283730248271	2.2428701934274975	0.3237466885320678	0.19116494963701425	0.18235397262578482	0.3027343892051333	3722.194537177426	-641.7871385439294
8984000	-85858.38442063458	-85210.11501710476	-648.2694035298148	-85210.11501710476	780.3737101812028	14373.60997553335	2.217665561245522	0.3232273567357426	0.19105962808444069	0.18223239445003403	0.30348062072978266	4002.2997430770088	-641.7167804978371
8985000	-85866.75970969525	-85219.40792337361	-647.3517863216462	-85219.40792337361	804.9868412495057	14261.332770027579	2.217665561245522	0.3232273567357426	0.19105962808444069	0.18223239445003403	0.30348062072978266	4406.922170239914	-640.7028558961271
8986000	-85863.6549673715	-85216.93832961854	-646.7166377529609	-85216.93832961854	855.2148393180273	14366.722250576237	2.217665561245522	0.3232273567357426	0.19105962808444069	0.18223239445003403	0.30348062072978266	3843.5358789244583	-640.2044911079352
8987000	-85860.3622558354	-85210.73856257492	-649.6236932604774	-85210.73856257492	840.9783511964722	14530.800641444688	2.217665561245522	0.3232273567357426	0.19105962808444069	0.18223239445003403	0.30348062072978266	3404.9472368828783	-643.2327099164711
8988000	-85858.81381705731	-85209.77257173246	-649.0412453248375	-85209.77257173246	820.3497406421337	14574.65613441732	2.1452838482273733	0.3217986288122267	0.19322476599378702	0.1834053619186513	0.301571243275335	3777.609924831706	-642.5957373325404
8989000	-85860.57530546711	-85212.4628257477	-648.1124797194035	-85212.4628257477	834.4441993416073	14422.179156698738	2.1452838482273733	0.3217986288122267	0.19322476599378702	0.1834053619186513	0.301571243275335	3456.4232282260896	-641.7558289364221
8990000	-85859.30694201734	-85211.27528112035	-648.031660896993	-85211.27528112035	874.0877774325685	14508.596052075674	2.1452838482273733	0.3217986288122267	0.19071755868883933	0.185912569223599	0.301571243275335	3728.8674346999082	-641.6006914416789
8991000	-85848.42538636728	-85200.95555031914	-647.469836048148	-85200.95555031914	786.7710048627293	14290.195472376821	2.1452838482273733	0.3217986288122267	0.19071755868883933	0.185912569223599	0.301571243275335	3920.720664470142	-640.9886956636905
8992000	-85881.31775348881	-85230.31426889247	-651.003484596334	-85230.31426889247	834.6127878398053	14693.716262917627	2.1452838482273733	0.3217986288122267	0.1962871545847886	0.185912569223599	0.2960016473793857	5083.259359476486	-644.2930984704958
8993000	-85868.60836561296	-85220.18280025173	-648.4255653612355	-85220.18280025173	843.1280780692673	14694.444651959915	2.1452838482273733	0.3217986288122267	0.1962871545847886	0.185912569223599	0.2960016473793857	3625.054228841405	-642.0532626495674
8994000	-85865.44735618192	-85215.67196583629	-649.7753903456316	-85215.67196583629	822.1639575944752	14562.087900223425	2.2296660729819493	0.3228110659811264	0.19413285552518678	0.18380916717616183	0.2992469113175249	3294.3056221896795	-643.4404430526246
8995000	-85866.85927338972	-85218.4057695137	-648.4535038760224	-85218.4057695137	819.6700597459135	14541.062414500499	2.2296660729819493	0.3228110659811264	0.19413285552518678	0.18380916717616183	0.2992469113175249	4511.967281470098	-641.804018729223
8996000	-85850.94536766018	-85201.94779749964	-648.9975701605488	-85201.94779749964	818.5178878993147	14352.39622855988	2.2040998392635243	0.3228110659811264	0.19413285552518678	0.18380916717616183	0.2992469113175249	4898.861392335714	-642.2758430385104
8997000	-85866.14626222236	-85216.77511206796	-649.371150154408	-85216.77511206796	810.0895348590354	14384.690497643274	2.2340498009853262	0.32477333757831034	0.19141745908035895	0.1824432645853048	0.30136593875602596	4863.131011781643	-642.6197144457134
8998000	-85851.79223438376	-85203.99756655474	-647.7946678290225	-85203.99756655474	834.282818536211	14353.80768736677	2.2340498009853262	0.32477333757831034	0.19141745908035895	0.1824432645853048	0.30136593875602596	3666.4298462955544	-641.3256961972429
8999000	-85863.5852571846	-85214.97383571859	-648.6114214660178	-85214.97383571859	813.1448491482685	14459.899715937288	2.2340498009853262	0.32477333757831034	0.19141745908035895	0.18796481751267285	0.2958443858286579	3523.027545977702	-642.2163191553205
9000000	-85864.42029144836	-85214.43714793507	-649.9831435132936	-85214.43714793507	865.692608369065	14516.208234409369	2.1938022822592345	0.32477333757831034	0.19141745908035895	0.18796481751267285	0.2958443858286579	5020.060174799056	-643.2497113823977
9001000	-85855.1242309007	-85207.29559719494	-647.8286337057714	-85207.29559719494	784.314434457571	14378.465426651643	2.1938022822592345	0.32477333757831034	0.19141745908035895	0.18796481751267285	0.2958443858286579	3839.0252614565484	-641.3634249993041
9002000	-85862.17141978629	-85215.15850516777	-647.0129146185262	-85215.15850516777	837.0511638491967	14351.232363187195	2.1938022822592345	0.32477333757831034	0.19141745908035895	0.18796481751267285	0.2958443858286579	4169.334827993037	-640.4651678988575
9003000	-85855.62885433118	-85206.99532179249	-648.6335325386964	-85206.99532179249	803.0411209200388	14523.433923234743	2.1483654064953956	0.32477333757831034	0.19141745908035895	0.18796481751267285	0.2958443858286579	4204.597317786648	-642.0952812956014
9004000	-85854.91077589757	-85206.04758972477	-648.8631861728035	-85206.04758972477	804.5907448881806	14392.82288409132	2.1483654064953956	0.32477333757831034	0.19141745908035895	0.18796481751267285	0.2958443858286579	3501.4517667539017	-642.5079357828389
9005000	-85866.73925742328	-85217.00241322262	-649.7368442006505	-85217.00241322262	810.8566827761458	14461.268076711254	2.1483654064953956	0.3188938154019828	0.1972969812566865	0.18796481751267285	0.2958443858286579	4921.016159663281	-643.0772086903734
9006000	-85859.88774822421	-85210.4360389605	-649.4517092637134	-85210.4360389605	847.6788076161054	14541.584424520603	2.20524920046235	0.31858184990735045	0.19535882887494316	0.1870419586914123	0.2990173625262941	3466.016277282642	-643.1048525526984
9007000	-85862.68004227597	-85213.15405007855	-649.5259921974268	-85213.15405007855	756.5775933449253	14410.849888232784	2.20524920046235	0.31858184990735045	0.19535882887494316	0.1870419586914123	0.2990173625262941	3540.9578871019435	-643.1577440938477
9008000	-85853.10057828805	-85203.91820652713	-649.1823717609287	-85203.91820652713	843.5829965644971	14502.732281264342	2.20524920046235	0.31858184990735045	0.19535882887494316	0.1870419586914123	0.2990173625262941	4321.433514297398	-642.6149337582441
9009000	-85868.52108337435	-85219.91027450617	-648.6108088681747	-85219.91027450617	747.9500489714834	14328.142549967475	2.20524920046235	0.31858184990735045	0.19535882887494316	0.1870419586914123	0.2990173625262941	4147.328325016619	-642.0844936948905
9010000	-85872.3768256025	-85224.40165490168	-647.9751707008187	-85224.40165490168	788.0703559850149	14470.398263337258	2.214506838454082	0.3178922660444298	0.1957424002357965	0.18695451309545014	0.29941082062432356	4315.475332613633	-641.4074041993777
9011000	-85872.02659804125	-85223.79868592993	-648.2279121113188	-85223.79868592993	860.1038540231635	14564.371934485938	2.214506838454082	0.3178922660444298	0.1957424002357965	0.18695451309545014	0.29941082062432356	3680.2909432874617	-641.81936127681
9012000	-85861.451520293	-85213.64933216806	-647.802188124941	-85213.64933216806	794.0978950101078	14345.709092974284	2.2216961549935155	0.31856753830272155	0.1963974572273123	0.1876367368245786	0.2973982676453876	4086.376020854706	-641.2932342002559
9013000	-85863.16247558016	-85213.58419202277	-649.5782835573971	-85213.58419202277	828.8251496405263	14583.989930277743	2.2216961549935155	0.31856753830272155	0.1963974572273123	0.1876367368245786	0.2973982676453876	3387.019193114478	-643.257037910994
9014000	-85858.88554927257	-85210.59694526004	-648.2886040125243	-85210.59694526004	819.676658803429	14518.744160510167	2.1536968786532644	0.31856753830272155	0.1963974572273123	0.1876367368245786	0.2973982676453876	4235.2488673493435	-641.7706291084385
9015000	-85862.71171503677	-85214.44613609664	-648.2655789401397	-85214.44613609664	822.6948493838871	14392.645961635546	2.1536968786532644	0.31856753830272155	0.1963974572273123	0.1876367368245786	0.2973982676453876	4480.3860785996785	-641.691336905886
9016000	-85875.6299297131	-85227.28547659292	-648.3444531201851	-85227.28547659292	802.8874905191431	14320.872952703614	2.232228899980659	0.3203421606051499	0.1941956462012293	0.18575801417316387	0.2997041790204569	4364.4429392619	-641.7413656325429
9017000	-85869.87075640794	-85218.38765190527	-651.4831045026721	-85218.38765190527	826.9964007600674	14705.157916275066	2.155431483605425	0.31863222938024655	0.18977465772690444	0.18712261917132406	0.30447049372152496	5137.39183051117	-644.7313154463411
9018000	-85859.36737379016	-85211.34602747136	-648.0213463187968	-85211.34602747136	842.2379892640253	14423.25742993121	2.155431483605425	0.31863222938024655	0.19500697749420887	0.18189029940401963	0.30447049372152496	4261.022202052133	-641.4531065590875
9019000	-85855.66908459473	-85206.86413587457	-648.8049487201662	-85206.86413587457	782.3102836288004	14304.990596857566	2.155431483605425	0.31863222938024655	0.19500697749420887	0.18189029940401963	0.30447049372152496	3549.7289439978454	-642.4193467987185
9020000	-85861.69477472983	-85213.74189989912	-647.9528748307117	-85213.74189989912	810.1160594841972	14417.884535906338	2.155431483605425	0.31863222938024655	0.19500697749420887	0.18189029940401963	0.30447049372152496	4067.1185035186995	-641.431209391711
9021000	-85862.74599542131	-85214.79991870631	-647.9460767149944	-85214.79991870631	736.1689263400293	14223.580037815878	2.155431483605425	0.31863222938024655	0.19500697749420887	0.18189029940401963	0.30447049372152496	4048.845247097189	-641.4289143240262
9022000	-85851.04005683333	-85203.16573550018	-647.8743213331483	-85203.16573550018	797.905140692716	14352.20769492869	2.155431483605425	0.31863222938024655	0.19500697749420887	0.18189029940401963	0.30447049372152496	4100.693137975076	-641.3444346410051
9023000	-85858.54068848203	-85209.55641173286	-648.9842767491658	-85209.55641173286	804.34367168323	14298.088540788562	2.2511034619688624	0.31863222938024655	0.19500697749420887	0.18189029940401963	0.30447049372152496	3230.770462790247	-642.6552409536984
9024000	-85859.63084585193	-85211.13628375335	-648.4945620985751	-85211.13628375335	791.9193469059545	14483.072946945116	2.2511034619688624	0.31863222938024655	0.19500697749420887	0.18189029940401963	0.30447049372152496	3699.4377130464036	-642.0300661066145
9025000	-85861.90489529753	-85213.41979652605	-648.4850987714688	-85213.41979652605	811.6694530633184	14496.640328532478	2.2511034619688624	0.31863222938024655	0.19500697749420887	0.18189029940401963	0.30447049372152496	4433.706703409704	-641.8395476563353
9026000	-85855.44900428141	-85206.04863604091	-649.4003682405041	-85206.04863604091	806.6815499964155	14505.03676287074	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	4761.937996631008	-642.7478669559698
9027000	-85854.08935411228	-85206.134271445	-647.9550826672786	-85206.134271445	821.3645433269887	14462.935713232619	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	3847.773749652538	-641.5157413760701
9028000	-85848.81396161663	-85200.71067265964	-648.1032889569942	-85200.71067265964	815.9401121590787	14328.358883343708	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	4546.160680730872	-641.4971593296677
9029000	-85863.84156702437	-85215.36285695563	-648.4787100687412	-85215.36285695563	873.3281094571744	14612.140004187106	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	3588.609211128828	-642.1090987906716
9030000	-85861.52610411673	-85210.71021040088	-650.8158937158504	-85210.71021040088	847.2946912997603	14573.958847886317	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	5183.854963052813	-644.0784981779965
9031000	-85870.88897743318	-85223.68296253402	-647.2060148991657	-85223.68296253402	734.8436592266607	14157.233601798362	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	3828.2307735479194	-640.7717655847198
9032000	-85872.77133318881	-85224.3066150764	-648.4647181123956	-85224.3066150764	804.3634624585255	14383.286445291238	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	4177.237402132823	-641.9432214359346
9033000	-85852.89518217156	-85204.58509347762	-648.3100886939383	-85204.58509347762	819.8163742690663	14358.939272129413	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	4456.137305468638	-641.7239598211715
9034000	-85861.6050084565	-85214.21010680754	-647.3949016489686	-85214.21010680754	790.8047080893513	14362.580931211936	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	4085.5775884178383	-640.8955919811366
9035000	-85859.5118309095	-85211.10370119472	-648.4081297147852	-85211.10370119472	853.4889451203787	14506.301071977952	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	3457.6977434608884	-642.075680182249
9036000	-85862.45190696778	-85213.39742532001	-649.0544816477683	-85213.39742532001	855.630577044187	14599.887725073539	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	3582.571297175068	-642.6865543087304
9037000	-85870.65064508365	-85221.40867689841	-649.2419681852358	-85221.40867689841	866.8897999271587	14554.574967034874	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	4772.050352173171	-642.5873455724674
9038000	-85865.30120055097	-85215.79440868131	-649.5067918696654	-85215.79440868131	787.1639216199926	14373.776837292604	2.155733755836641	0.3171114941103946	0.1971882570413352	0.18412747882568942	0.3015727700225807	4904.708945806285	-642.824749559673
9039000	-85863.77731695461	-85214.71619645061	-649.0611205039993	-85214.71619645061	818.4290346225106	14564.129768374276	2.2204852517221743	0.3184582020249141	0.19562614501269449	0.18270836827553488	0.3032072846868565	4250.050733678279	-642.4787176434036
9040000	-85855.19972096207	-85206.65461291952	-648.545108042556	-85206.65461291952	819.4442493562498	14506.780436204477	2.2204852517221743	0.3184582020249141	0.19562614501269449	0.18270836827553488	0.3032072846868565	3781.085653346681	-642.0796249238867
9041000	-85861.0860342161	-85212.3257173429	-648.7603168731963	-85212.3257173429	776.6170084427807	14526.859435996415	2.1402136102342912	0.31822491254853313	0.1978302342894692	0.18372328952396397	0.3002215636380337	4179.183751049907	-642.2446924500592
9042000	-85858.1764588755	-85207.92860354684	-650.2478553286636	-85207.92860354684	807.6600906576402	14520.774955327575	2.1402136102342912	0.31822491254853313	0.1978302342894692	0.18372328952396397	0.3002215636380337	5078.866104753934	-643.5372588291759
9043000	-85858.54786950862	-85210.1578256918	-648.3900438168245	-85210.1578256918	807.4834004951955	14464.901348853857	2.1402136102342912	0.31822491254853313	0.1978302342894692	0.18372328952396397	0.3002215636380337	4115.202226877915	-641.8898473695313
9044000	-85850.56146260198	-85202.23061166836	-648.3308509336232	-85202.23061166836	786.1287438854285	14239.059708596784	2.1402136102342912	0.31822491254853313	0.1978302342894692	0.18372328952396397	0.3002215636380337	4527.262688275835	-641.735224969305
9045000	-85860.4602375801	-85212.46487580967	-647.9953617704315	-85212.46487580967	841.095942561807	14412.502557980277	2.1797158588092245	0.31970855813797744	0.1961686710187188	0.18250659167266967	0.30161617917063416	4346.887139078048	-641.4074171835547
9046000	-85856.79140650296	-85207.96179125716	-648.8296152458039	-85207.96179125716	841.7908776976983	14563.930337420794	2.1797158588092245	0.31970855813797744	0.1961686710187188	0.18250659167266967	0.30161617917063416	4362.645585641447	-642.2380519886133
9047000	-85855.80919443116	-85207.89393239525	-647.9152620359124	-85207.89393239525	796.0872741985008	14454.754274077708	2.1797158588092245	0.31970855813797744	0.1961686710187188	0.18250659167266967	0.30161617917063416	3783.248346466318	-641.4661944462423
9048000	-85861.21276099436	-85212.73645354116	-648.476307453192	-85212.73645354116	832.1307881622467	14466.237003252456	2.1797158588092245	0.31970855813797744	0.1961686710187188	0.18250659167266967	0.30161617917063416	3382.5622169982	-642.1391893803552
9049000	-85860.06931521998	-85211.65000699925	-648.4193082207305	-85211.65000699925	842.9224308849805	14333.334906695996	2.1797158588092245	0.31970855813797744	0.1961686710187188	0.18250659167266967	0.30161617917063416	4607.548954185396	-641.7731275871819
9050000	-85857.34990585511	-85208.45757320808	-648.8923326470176	-85208.45757320808	790.5296421980391	14318.351677067607	2.1797158588092245	0.31970855813797744	0.1961686710187188	0.18250659167266967	0.30161617917063416	3321.2825595873933	-642.573497027408
9051000	-85855.16794080354	-85206.22439270031	-648.9435481032306	-85206.22439270031	814.7102327302415	14399.042642162181	2.1797158588092245	0.31970855813797744	0.1961686710187188	0.18250659167266967	0.30161617917063416	4721.203591428663	-642.2729997398035
9052000	-85853.18905984343	-85204.79753996011	-648.3915198833058	-85204.79753996011	812.2432780215462	14422.539882477662	2.1797158588092245	0.31970855813797744	0.1961686710187188	0.18250659167266967	0.30161617917063416	3573.1377403979222	-641.9995911565062
9053000	-85869.16440770822	-85220.02277058813	-649.1416371200843	-85220.02277058813	803.6903284359173	14605.960873600789	2.19692166208454	0.3209868504123357	0.19568861192131928	0.18196604773551914	0.3013584899308258	3726.080803686	-642.694182060078
9054000	-85861.05385571293	-85212.05156424122	-649.0022914717129	-85212.05156424122	780.3654976071987	14394.468381267441	2.1229301257037516	0.32054341228271704	0.196860010243597	0.18311293365026704	0.2994836438234191	3524.355807434319	-642.6535948211084
9055000	-85863.03089446289	-85215.09949351885	-647.9314009440429	-85215.09949351885	781.3465991565586	14250.687642616504	2.1229301257037516	0.32054341228271704	0.196860010243597	0.18311293365026704	0.2994836438234191	4433.282852143481	-641.3532616035778
9056000	-85864.36005400072	-85216.59714748857	-647.7629065121387	-85216.59714748857	827.9080643017398	14329.68004065514	2.1229301257037516	0.32054341228271704	0.19332455578802754	0.18311293365026704	0.30301909827898854	3819.027862227417	-641.3147523501295
9057000	-85868.09566607753	-85217.76440021032	-650.3312658672083	-85217.76440021032	780.5848923172207	14478.995032009252	2.1229301257037516	0.32054341228271704	0.19332455578802754	0.18311293365026704	0.30301909827898854	5070.825042943804	-643.5996040743751
9058000	-85860.67050491506	-85212.8901108505	-647.7803940645697	-85212.8901108505	832.9518763992647	14390.086311397608	2.1229301257037516	0.32054341228271704	0.19332455578802754	0.18311293365026704	0.30301909827898854	3557.080288612102	-641.4032957417502
9059000	-85874.3843593331	-85227.07063478818	-647.3137245449165	-85227.07063478818	825.1336569060757	14246.098982765014	2.1229301257037516	0.32054341228271704	0.19332455578802754	0.18311293365026704	0.30301909827898854	4153.442103920694	-640.7816288737175
9060000	-85872.31846918727	-85223.48296171511	-648.8355074721674	-85223.48296171511	819.3233172934695	14424.497007786069	2.1229301257037516	0.32054341228271704	0.19332455578802754	0.18311293365026704	0.30301909827898854	4589.128685633379	-642.2036590368471
9061000	-85861.35069298101	-85214.10888724597	-647.2418057350396	-85214.10888724597	849.5586368601769	14391.414237706109	2.2247360568755217	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	3657.2836472287718	-640.7890161365987
9062000	-85861.97586433157	-85214.03417653256	-647.9416877990124	-85214.03417653256	843.9951222227539	14449.16194080604	2.2247360568755217	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	3624.03471228088	-641.4980309329709
9063000	-85860.04985305095	-85211.53182300334	-648.5180300476019	-85211.53182300334	771.175900141265	14392.508756786867	2.2247360568755217	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	3651.9663500990223	-642.0666953995511
9064000	-85861.56233379523	-85212.91180181339	-648.6505319818348	-85212.91180181339	812.7535925469151	14513.577467636713	2.2247360568755217	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	4314.774377644527	-642.0324180471193
9065000	-85856.23528151998	-85208.74538736016	-647.4898941598191	-85208.74538736016	797.1125726847545	14327.240556798135	2.2247360568755217	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	3919.0602611713125	-640.9679733645868
9066000	-85859.28602704429	-85209.98848194852	-649.2975450957738	-85209.98848194852	834.9499301397954	14464.366859840682	2.2247360568755217	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	4972.769519746141	-642.5374992639735
9067000	-85855.23722797309	-85207.01848005185	-648.2187479212405	-85207.01848005185	771.2794236133125	14252.647855721172	2.2247360568755217	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	4675.58540658041	-641.5203246462177
9068000	-85853.50894826498	-85205.2752510736	-648.2336971913737	-85205.2752510736	827.0857609754885	14471.524089004031	2.2247360568755217	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	3782.5954475467993	-641.7472178915644
9069000	-85855.01661479131	-85206.21934330292	-648.7972714883946	-85206.21934330292	760.6585236224554	14450.48683231011	2.105385256455904	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	4052.5033555116866	-642.2889640102113
9070000	-85857.78816550854	-85209.82307120168	-647.9650943068494	-85209.82307120168	819.5368373965806	14481.538551984877	2.105385256455904	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	3983.4769749934208	-641.4739665815767
9071000	-85858.7044737332	-85209.31658735943	-649.3878863737837	-85209.31658735943	808.0048770719259	14406.019400302754	2.105385256455904	0.31996998747983996	0.19241667545555463	0.18266848600713168	0.3049448510574737	3222.1448900883565	-643.1088664455035
9072000	-85851.93724063753	-85203.56332775016	-648.3739128873759	-85203.56332775016	798.7291326956488	14255.69421192342	2.188856990579697	0.32782610669386486	0.18425095242407705	0.18069783861230412	0.30722510226975397	4629.008011868901	-641.6320746403084
9073000	-85863.27067276991	-85214.62458955066	-648.6460832192574	-85214.62458955066	785.9916348525015	14364.896578214764	2.188856990579697	0.32782610669386486	0.18969321401061887	0.18069783861230412	0.30178284068321215	4451.006897410894	-641.97716636812
9074000	-85857.94366160409	-85209.72908161076	-648.2145799933364	-85209.72908161076	814.8038899504122	14399.277115526458	2.1346596677516896	0.32709193897724653	0.19137454460973877	0.1821708645575186	0.2993626518554962	3537.7748971744522	-641.8166383107036
9075000	-85852.30660048567	-85204.40359448137	-647.9030060042979	-85204.40359448137	805.6045166323288	14397.281432845639	2.1346596677516896	0.32709193897724653	0.19137454460973877	0.1821708645575186	0.2993626518554962	4268.906934465753	-641.3172044838382
9076000	-85861.69229376114	-85213.10338097846	-648.5889127826783	-85213.10338097846	799.6015490951845	14456.774588710065	2.14824647858894	0.32709193897724653	0.19137454460973877	0.1821708645575186	0.2993626518554962	4186.908825140199	-642.0171302045687
9077000	-85860.33786230335	-85212.05540156171	-648.282460741643	-85212.05540156171	854.7248825827938	14440.544282545105	2.14824647858894	0.32709193897724653	0.19137454460973877	0.1821708645575186	0.2993626518554962	4113.223875850318	-641.7284337555865
