taxid	name_txt	name_class	name_norm	sci_name	rank	lineage_taxids	lineage_names	lineage_ranks
11617	Arenaviridae	scientific name	arenaviridae	Arenaviridae	family	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae	;;;;;;;;family
51317	Pampa virus	scientific name	pampa virus	Pampa virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;51317	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Pampa virus	;;;;;;;;family;;species
434491	Kodoko virus	scientific name	kodoko virus	Kodoko virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;434491	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Kodoko virus	;;;;;;;;family;;species
641384	Arenavirus sp. 9408800235/ZAF	scientific name	arenavirus sp. 9408800235/zaf	Arenavirus sp. 9408800235/ZAF	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;641384	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Arenavirus sp. 9408800235/ZAF	;;;;;;;;family;;species
767474	Arenavirus H0030026	scientific name	arenavirus h0030026	Arenavirus H0030026	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;767474	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Arenavirus H0030026	;;;;;;;;family;;species
767475	Arenavirus H0030028	scientific name	arenavirus h0030028	Arenavirus H0030028	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;767475	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Arenavirus H0030028	;;;;;;;;family;;species
913013	Arenavirus Mus/TZ22285/TZA/2008	scientific name	arenavirus mus/tz22285/tza/2008	Arenavirus Mus/TZ22285/TZA/2008	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;913013	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Arenavirus Mus/TZ22285/TZA/2008	;;;;;;;;family;;species
1237118	Middle Pease River virus	scientific name	middle pease river virus	Middle Pease River virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;1237118	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Middle Pease River virus	;;;;;;;;family;;species
1357966	Natorduori virus	scientific name	natorduori virus	Natorduori virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;1357966	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Natorduori virus	;;;;;;;;family;;species
1392101	Boid arenavirus	scientific name	boid arenavirus	Boid arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;1392101	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Boid arenavirus	;;;;;;;;family;;species
1437125	Cardamones virus	scientific name	cardamones virus	Cardamones virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;1437125	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Cardamones virus	;;;;;;;;family;;species
1480698	Bobomene virus	scientific name	bobomene virus	Bobomene virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;1480698	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Bobomene virus	;;;;;;;;family;;species
1480699	Omdraaivlei virus	scientific name	omdraaivlei virus	Omdraaivlei virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;1480699	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Omdraaivlei virus	;;;;;;;;family;;species
1480700	Witsand virus	scientific name	witsand virus	Witsand virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;1480700	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Witsand virus	;;;;;;;;family;;species
1481123	Arenavirus DX1401	scientific name	arenavirus dx1401	Arenavirus DX1401	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;1481123	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Arenavirus DX1401	;;;;;;;;family;;species
1545496	Patawa virus	scientific name	patawa virus	Patawa virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;1545496	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Patawa virus	;;;;;;;;family;;species
2050008	Jerboa arenavirus	scientific name	jerboa arenavirus	Jerboa arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;2050008	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Jerboa arenavirus	;;;;;;;;family;;species
2718723	Arenaviridae sp.	scientific name	arenaviridae sp.	Arenaviridae sp.	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;2718723	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Arenaviridae sp.	;;;;;;;;family;;species
2813181	Big eyed perch arenavirus FL1	scientific name	big eyed perch arenavirus fl1	Big eyed perch arenavirus FL1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;2813181	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Big eyed perch arenavirus FL1	;;;;;;;;family;;species
2813193	Pygmy goby arenavirus FL15	scientific name	pygmy goby arenavirus fl15	Pygmy goby arenavirus FL15	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;2813193	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Pygmy goby arenavirus FL15	;;;;;;;;family;;species
2820734	Tetronarce arenavirus	scientific name	tetronarce arenavirus	Tetronarce arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;2820734	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Tetronarce arenavirus	;;;;;;;;family;;species
2824520	Inner Mongolia sediment arena-like virus	scientific name	inner mongolia sediment arena-like virus	Inner Mongolia sediment arena-like virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;2824520	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Inner Mongolia sediment arena-like virus	;;;;;;;;family;;species
2830709	Eastern mosquitofish arenavirus	scientific name	eastern mosquitofish arenavirus	Eastern mosquitofish arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;2830709	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Eastern mosquitofish arenavirus	;;;;;;;;family;;species
2830710	Western carp gudgeon arenavirus	scientific name	western carp gudgeon arenavirus	Western carp gudgeon arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;2830710	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Western carp gudgeon arenavirus	;;;;;;;;family;;species
2961771	Anole arenavirus	scientific name	anole arenavirus	Anole arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;2961771	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Anole arenavirus	;;;;;;;;family;;species
3028231	Pika arenavirus	scientific name	pika arenavirus	Pika arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3028231	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Pika arenavirus	;;;;;;;;family;;species
3064103	Longfin eel arenavirus	scientific name	longfin eel arenavirus	Longfin eel arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3064103	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Longfin eel arenavirus	;;;;;;;;family;;species
3065078	Neolamprologus walteri arenavirus	scientific name	neolamprologus walteri arenavirus	Neolamprologus walteri arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3065078	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Neolamprologus walteri arenavirus	;;;;;;;;family;;species
3068438	Dracophyllum arena-like virus	scientific name	dracophyllum arena-like virus	Dracophyllum arena-like virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3068438	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Dracophyllum arena-like virus	;;;;;;;;family;;species
3068451	Lwood arena-like virus	scientific name	lwood arena-like virus	Lwood arena-like virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3068451	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Lwood arena-like virus	;;;;;;;;family;;species
3068452	Lwood arena-like virus 2	scientific name	lwood arena-like virus 2	Lwood arena-like virus 2	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3068452	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Lwood arena-like virus 2	;;;;;;;;family;;species
3068457	Moss arena-like virus	scientific name	moss arena-like virus	Moss arena-like virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3068457	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Moss arena-like virus	;;;;;;;;family;;species
3068465	Yellow silver pine arena-like virus	scientific name	yellow silver pine arena-like virus	Yellow silver pine arena-like virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3068465	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Yellow silver pine arena-like virus	;;;;;;;;family;;species
3068466	Yellow silver pine arena-like virus 2	scientific name	yellow silver pine arena-like virus 2	Yellow silver pine arena-like virus 2	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3068466	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Yellow silver pine arena-like virus 2	;;;;;;;;family;;species
3068467	Yellow silver pine arena-like virus 3	scientific name	yellow silver pine arena-like virus 3	Yellow silver pine arena-like virus 3	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3068467	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Yellow silver pine arena-like virus 3	;;;;;;;;family;;species
3084930	Wenzhou rodent arenavirus 1	scientific name	wenzhou rodent arenavirus 1	Wenzhou rodent arenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3084930	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Wenzhou rodent arenavirus 1	;;;;;;;;family;;species
3084932	Wufeng bat mammarenavirus 1	scientific name	wufeng bat mammarenavirus 1	Wufeng bat mammarenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3084932	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Wufeng bat mammarenavirus 1	;;;;;;;;family;;species
3138837	Muraenolepis arenavirus	scientific name	muraenolepis arenavirus	Muraenolepis arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3138837	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Muraenolepis arenavirus	;;;;;;;;family;;species
3138838	Trematomus arenavirus	scientific name	trematomus arenavirus	Trematomus arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3138838	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Trematomus arenavirus	;;;;;;;;family;;species
3141878	Grammomys rat arenavirus	scientific name	grammomys rat arenavirus	Grammomys rat arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3141878	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Grammomys rat arenavirus	;;;;;;;;family;;species
3141950	Hetplan gecko arenavirus	scientific name	hetplan gecko arenavirus	Hetplan gecko arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3141950	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Hetplan gecko arenavirus	;;;;;;;;family;;species
3230302	Erinaceus europaeus arenavirus	scientific name	erinaceus europaeus arenavirus	Erinaceus europaeus arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3230302	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Erinaceus europaeus arenavirus	;;;;;;;;family;;species
3390766	Hemidactylus frenatus arenavirus	scientific name	hemidactylus frenatus arenavirus	Hemidactylus frenatus arenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;3390766	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Hemidactylus frenatus arenavirus	;;;;;;;;family;;species
144752	Mammarenavirus allpahuayoense	scientific name	mammarenavirus allpahuayoense	Mammarenavirus allpahuayoense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;144752	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus allpahuayoense	;;;;;;;;family;;species
2169991	Mammarenavirus juninense	scientific name	mammarenavirus juninense	Mammarenavirus juninense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2169991	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus juninense	;;;;;;;;family;;species
3052298	Mammarenavirus bearense	scientific name	mammarenavirus bearense	Mammarenavirus bearense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052298	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus bearense	;;;;;;;;family;;species
3052302	Mammarenavirus chapareense	scientific name	mammarenavirus chapareense	Mammarenavirus chapareense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052302	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus chapareense	;;;;;;;;family;;species
3052304	Mammarenavirus cupixiense	scientific name	mammarenavirus cupixiense	Mammarenavirus cupixiense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052304	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus cupixiense	;;;;;;;;family;;species
3052305	Mammarenavirus flexalense	scientific name	mammarenavirus flexalense	Mammarenavirus flexalense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052305	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus flexalense	;;;;;;;;family;;species
3052306	Mammarenavirus gairoense	scientific name	mammarenavirus gairoense	Mammarenavirus gairoense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052306	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus gairoense	;;;;;;;;family;;species
3052307	Mammarenavirus guanaritoense	scientific name	mammarenavirus guanaritoense	Mammarenavirus guanaritoense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052307	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus guanaritoense	;;;;;;;;family;;species
3052308	Mammarenavirus ippyense	scientific name	mammarenavirus ippyense	Mammarenavirus ippyense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052308	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus ippyense	;;;;;;;;family;;species
3052311	Mammarenavirus latinum	scientific name	mammarenavirus latinum	Mammarenavirus latinum	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052311	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus latinum	;;;;;;;;family;;species
3052313	Mammarenavirus loeiense	scientific name	mammarenavirus loeiense	Mammarenavirus loeiense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052313	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus loeiense	;;;;;;;;family;;species
3052314	Mammarenavirus lujoense	scientific name	mammarenavirus lujoense	Mammarenavirus lujoense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052314	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus lujoense	;;;;;;;;family;;species
3052315	Mammarenavirus lunaense	scientific name	mammarenavirus lunaense	Mammarenavirus lunaense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052315	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus lunaense	;;;;;;;;family;;species
3052317	Mammarenavirus machupoense	scientific name	mammarenavirus machupoense	Mammarenavirus machupoense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052317	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus machupoense	;;;;;;;;family;;species
3052318	Mammarenavirus marientalense	scientific name	mammarenavirus marientalense	Mammarenavirus marientalense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052318	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus marientalense	;;;;;;;;family;;species
3052319	Mammarenavirus merinoense	scientific name	mammarenavirus merinoense	Mammarenavirus merinoense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052319	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus merinoense	;;;;;;;;family;;species
3052321	Mammarenavirus okahandjaense	scientific name	mammarenavirus okahandjaense	Mammarenavirus okahandjaense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052321	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus okahandjaense	;;;;;;;;family;;species
3052322	Mammarenavirus oliverosense	scientific name	mammarenavirus oliverosense	Mammarenavirus oliverosense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052322	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus oliverosense	;;;;;;;;family;;species
3052324	Mammarenavirus piritalense	scientific name	mammarenavirus piritalense	Mammarenavirus piritalense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052324	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus piritalense	;;;;;;;;family;;species
3052325	Mammarenavirus praomyidis	scientific name	mammarenavirus praomyidis	Mammarenavirus praomyidis	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052325	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus praomyidis	;;;;;;;;family;;species
3052326	Mammarenavirus ryukyuense	scientific name	mammarenavirus ryukyuense	Mammarenavirus ryukyuense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052326	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus ryukyuense	;;;;;;;;family;;species
3052329	Mammarenavirus tamiamiense	scientific name	mammarenavirus tamiamiense	Mammarenavirus tamiamiense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052329	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus tamiamiense	;;;;;;;;family;;species
3430644	Mammarenavirus beregaense	scientific name	mammarenavirus beregaense	Mammarenavirus beregaense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3430644	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus beregaense	;;;;;;;;family;;species
3430645	Mammarenavirus ganziense	scientific name	mammarenavirus ganziense	Mammarenavirus ganziense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3430645	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus ganziense	;;;;;;;;family;;species
3430646	Mammarenavirus mafigaense	scientific name	mammarenavirus mafigaense	Mammarenavirus mafigaense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3430646	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus mafigaense	;;;;;;;;family;;species
3430648	Mammarenavirus ngerengerense	scientific name	mammarenavirus ngerengerense	Mammarenavirus ngerengerense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3430648	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus ngerengerense	;;;;;;;;family;;species
3430649	Mammarenavirus songeaense	scientific name	mammarenavirus songeaense	Mammarenavirus songeaense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3430649	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus songeaense	;;;;;;;;family;;species
3430650	Mammarenavirus tietense	scientific name	mammarenavirus tietense	Mammarenavirus tietense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3430650	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus tietense	;;;;;;;;family;;species
3430651	Mammarenavirus vello	scientific name	mammarenavirus vello	Mammarenavirus vello	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3430651	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus vello	;;;;;;;;family;;species
3426385	Antennavirus trematomi	scientific name	antennavirus trematomi	Antennavirus trematomi	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;2560091;3426385	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Antennavirus;Antennavirus trematomi	;;;;;;;;family;;species
913012	Mafiga mammarenavirus	scientific name	mafiga mammarenavirus	Mafiga mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;913012	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Mafiga mammarenavirus	;;;;;;;;family;;;species
