taxid	name_txt	name_class	name_norm	sci_name	rank	lineage_taxids	lineage_names	lineage_ranks
2907957	Sabia mammarenavirus	synonym	sabia mammarenavirus	Sabia virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052299;2907957	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus brazilense;Sabia virus	;;;;;;;;family;;;no rank
1938918	S5-like	synonym	s5-like	S5-like reptarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653395;1654822;1938918	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus;unclassified Reptarenavirus;S5-like reptarenavirus	;;;;;;;;family;;;species
2448019	S7-like virus	synonym	s7-like virus	S7-like reptarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653395;1654822;2448019	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus;unclassified Reptarenavirus;S7-like reptarenavirus	;;;;;;;;family;;;species
300180	Mopeia Lassa reassortant 29	synonym	mopeia lassa reassortant 29	Mopeia Lassa virus reassortant 29	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;208898;11618;208896;483045;300180	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;unclassified Arenaviridae;Arenavirus;Old world arenaviruses;unclassified Old world arenaviruses;Mopeia Lassa virus reassortant 29	;;;;;;;;family;;;;;species
2447922	Haartman Institute Snake virus-2	synonym	haartman institute snake virus-2	Haartman Institute snake virus 2	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;2169607;3052214;2447922	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Hartmanivirus;Hartmanivirus haartmani;Haartman Institute snake virus 2	;;;;;;;;family;;;no rank
2905947	Parana mammarenavirus	synonym	parana mammarenavirus	Parana virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052323;2905947	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus paranaense;Parana virus	;;;;;;;;family;;;no rank
2447926	Kaltenbach virus-1	synonym	kaltenbach virus-1	Kaltenbach virus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653395;1654822;2447926	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus;unclassified Reptarenavirus;Kaltenbach virus 1	;;;;;;;;family;;;species
2447928	Hipoen jatkoon virus-1	synonym	hipoen jatkoon virus-1	Hipoen jatkoon virus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653395;1654822;2447928	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus;unclassified Reptarenavirus;Hipoen jatkoon virus 1	;;;;;;;;family;;;species
3052318	Mariental virus N27	synonym	mariental virus n27	Mammarenavirus marientalense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052318	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus marientalense	;;;;;;;;family;;species
3052326	Rat arenavirus 1	synonym	rat arenavirus 1	Mammarenavirus ryukyuense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052326	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus ryukyuense	;;;;;;;;family;;species
300175	Mopeia virus strain AN20410	synonym	mopeia virus strain an20410	Mopeia virus AN20410	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052320;300175	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus mopeiaense;Mopeia virus AN20410	;;;;;;;;family;;;no rank
2448019	S7-like	synonym	s7-like	S7-like reptarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653395;1654822;2448019	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus;unclassified Reptarenavirus;S7-like reptarenavirus	;;;;;;;;family;;;species
2447921	Veterinary Pathology Zurich virus-1	synonym	veterinary pathology zurich virus-1	Veterinary Pathology Zurich virus 1	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;2169607;3052218;2447921	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Hartmanivirus;Hartmanivirus turici;Veterinary Pathology Zurich virus 1	;;;;;;;;family;;;no rank
3052306	Gairo virus	synonym	gairo virus	Mammarenavirus gairoense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052306	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus gairoense	;;;;;;;;family;;species
523743	Arenavirus strain AV 96010025	synonym	arenavirus strain av 96010025	Arenavirus AV 96010025	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052331;523743	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus whitewaterense;Arenavirus AV 96010025	;;;;;;;;family;;;no rank
3052305	Flexal arenavirus	synonym	flexal arenavirus	Mammarenavirus flexalense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052305	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus flexalense	;;;;;;;;family;;species
3052314	Lujo mammarenavirus	synonym	lujo mammarenavirus	Mammarenavirus lujoense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052314	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus lujoense	;;;;;;;;family;;species
3052302	Chapare mammarenavirus	synonym	chapare mammarenavirus	Mammarenavirus chapareense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052302	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus chapareense	;;;;;;;;family;;species
