taxid	name_txt	name_class	name_norm	sci_name	rank	lineage_taxids	lineage_names	lineage_ranks
1980413	Hantaviridae	scientific name	hantaviridae	Hantaviridae	family	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae	;;;;;;;;family
2421283	Dode virus	scientific name	dode virus	Dode virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;2421283	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Dode virus	;;;;;;;;family;;species
2746358	Coleopteran hanta-related virus OKIAV221	scientific name	coleopteran hanta-related virus okiav221	Coleopteran hanta-related virus OKIAV221	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;2746358	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Coleopteran hanta-related virus OKIAV221	;;;;;;;;family;;species
2746359	Plecopteran hanta-related virus OKIAV215	scientific name	plecopteran hanta-related virus okiav215	Plecopteran hanta-related virus OKIAV215	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;2746359	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Plecopteran hanta-related virus OKIAV215	;;;;;;;;family;;species
2809448	Hantaviridae sp.	scientific name	hantaviridae sp.	Hantaviridae sp.	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;2809448	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Hantaviridae sp.	;;;;;;;;family;;species
2813194	Pygmy goby hantavirus FL16	scientific name	pygmy goby hantavirus fl16	Pygmy goby hantavirus FL16	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;2813194	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Pygmy goby hantavirus FL16	;;;;;;;;family;;species
2830714	Murray-Darling rainbowfish hantavirus	scientific name	murray-darling rainbowfish hantavirus	Murray-Darling rainbowfish hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;2830714	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Murray-Darling rainbowfish hantavirus	;;;;;;;;family;;species
2877493	Wenzhou Pipistrellus abramus hantavirus 1	scientific name	wenzhou pipistrellus abramus hantavirus 1	Wenzhou Pipistrellus abramus hantavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;2877493	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Wenzhou Pipistrellus abramus hantavirus 1	;;;;;;;;family;;species
2929003	Longquan Rhinolophus affinis hantavirus 1	scientific name	longquan rhinolophus affinis hantavirus 1	Longquan Rhinolophus affinis hantavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;2929003	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Longquan Rhinolophus affinis hantavirus 1	;;;;;;;;family;;species
3064110	Retropinna hantavirus	scientific name	retropinna hantavirus	Retropinna hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;3064110	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Retropinna hantavirus	;;;;;;;;family;;species
3095292	Ardenna-associated hantavirus	scientific name	ardenna-associated hantavirus	Ardenna-associated hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;3095292	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Ardenna-associated hantavirus	;;;;;;;;family;;species
3122042	Mamanguape virus	scientific name	mamanguape virus	Mamanguape virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;3122042	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Mamanguape virus	;;;;;;;;family;;species
3127202	Northern spotted skink hantavirus	scientific name	northern spotted skink hantavirus	Northern spotted skink hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;3127202	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Northern spotted skink hantavirus	;;;;;;;;family;;species
3127205	Rainbow skink hantavirus	scientific name	rainbow skink hantavirus	Rainbow skink hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;3127205	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Rainbow skink hantavirus	;;;;;;;;family;;species
3141929	Rousettus bat hantavirus	scientific name	rousettus bat hantavirus	Rousettus bat hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;3141929	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Rousettus bat hantavirus	;;;;;;;;family;;species
3384639	Artesian virus	scientific name	artesian virus	Artesian virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;3384639	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Artesian virus	;;;;;;;;family;;species
3384640	Samur virus	scientific name	samur virus	Samur virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;3384640	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Samur virus	;;;;;;;;family;;species
3390768	Hemidactylus frenatus hantavirus	scientific name	hemidactylus frenatus hantavirus	Hemidactylus frenatus hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2116433;3390768	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;unclassified Hantaviridae;Hemidactylus frenatus hantavirus	;;;;;;;;family;;species
1980458	Orthohantavirus asikkalaense	scientific name	orthohantavirus asikkalaense	Orthohantavirus asikkalaense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980458	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus asikkalaense	;;;;;;;;family;;;species
3052476	Orthohantavirus delgaditoense	scientific name	orthohantavirus delgaditoense	Orthohantavirus delgaditoense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;3052476	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus delgaditoense	;;;;;;;;family;;;species
3052486	Orthohantavirus montanoense	scientific name	orthohantavirus montanoense	Orthohantavirus montanoense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;3052486	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus montanoense	;;;;;;;;family;;;species
3052490	Orthohantavirus nigrorivense	scientific name	orthohantavirus nigrorivense	Orthohantavirus nigrorivense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;3052490	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus nigrorivense	;;;;;;;;family;;;species
3052492	Orthohantavirus prospectense	scientific name	orthohantavirus prospectense	Orthohantavirus prospectense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;3052492	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus prospectense	;;;;;;;;family;;;species
3052496	Orthohantavirus sangassouense	scientific name	orthohantavirus sangassouense	Orthohantavirus sangassouense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;3052496	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus sangassouense	;;;;;;;;family;;;species
3431294	Orthohantavirus lankaense	scientific name	orthohantavirus lankaense	Orthohantavirus lankaense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;3431294	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus lankaense	;;;;;;;;family;;;species
3431296	Orthohantavirus ozarkense	scientific name	orthohantavirus ozarkense	Orthohantavirus ozarkense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;3431296	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus ozarkense	;;;;;;;;family;;;species
3431297	Orthohantavirus sagercreekense	scientific name	orthohantavirus sagercreekense	Orthohantavirus sagercreekense	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;3431297	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus sagercreekense	;;;;;;;;family;;;species
2951509	Cephalopholis boenak actinovirus	scientific name	cephalopholis boenak actinovirus	Cephalopholis boenak actinovirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560067;2560082;2675846;2951509	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Actantavirinae;Actinovirus;unclassified Actinovirus;Cephalopholis boenak actinovirus	;;;;;;;;family;;;;species
2951510	Pleurosicya actinovirus	scientific name	pleurosicya actinovirus	Pleurosicya actinovirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560067;2560082;2675846;2951510	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Actantavirinae;Actinovirus;unclassified Actinovirus;Pleurosicya actinovirus	;;;;;;;;family;;;;species
2951512	Trimma fangi actinovirus	scientific name	trimma fangi actinovirus	Trimma fangi actinovirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560067;2560082;2675846;2951512	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Actantavirinae;Actinovirus;unclassified Actinovirus;Trimma fangi actinovirus	;;;;;;;;family;;;;species
3156490	Acanthurus nigrofuscus actinovirus	scientific name	acanthurus nigrofuscus actinovirus	Acanthurus nigrofuscus actinovirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560067;2560082;2675846;3156490	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Actantavirinae;Actinovirus;unclassified Actinovirus;Acanthurus nigrofuscus actinovirus	;;;;;;;;family;;;;species
2675847	Bern perch virus	scientific name	bern perch virus	Bern perch virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560067;2560082;3051403;2675847	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Actantavirinae;Actinovirus;Actinovirus bernense;Bern perch virus	;;;;;;;;family;;;;no rank
2116434	Wenling minipizza batfish hantavirus	scientific name	wenling minipizza batfish hantavirus	Wenling minipizza batfish hantavirus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560067;2560082;3051404;2116434	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Actantavirinae;Actinovirus;Actinovirus halieutaeae;Wenling minipizza batfish hantavirus	;;;;;;;;family;;;;no rank
2116435	Wenling red spikefish hantavirus	scientific name	wenling red spikefish hantavirus	Wenling red spikefish hantavirus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560067;2560082;3051406;2116435	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Actantavirinae;Actinovirus;Actinovirus triacanthodis;Wenling red spikefish hantavirus	;;;;;;;;family;;;;no rank
2116436	Wenling yellow goosefish hantavirus	scientific name	wenling yellow goosefish hantavirus	Wenling yellow goosefish hantavirus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560067;3152472;3051405;2116436	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Actantavirinae;Percilovirus;Percilovirus lophii;Wenling yellow goosefish hantavirus	;;;;;;;;family;;;;no rank
2951511	Luposicya lupus actinovirus	scientific name	luposicya lupus actinovirus	Luposicya lupus actinovirus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560067;3152472;3431581;2951511	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Actantavirinae;Percilovirus;Percilovirus gobii;Luposicya lupus actinovirus	;;;;;;;;family;;;;no rank
2116438	Wenling hagfish virus	scientific name	wenling hagfish virus	Wenling hagfish virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560068;2560083;3051410;2116438	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Agantavirinae;Agnathovirus;Agnathovirus eptatreti;Wenling hagfish virus	;;;;;;;;family;;;;no rank
69243	Bermejo virus	scientific name	bermejo virus	Bermejo virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;69243	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Bermejo virus	;;;;;;;;family;;;;no rank
69244	Hu39694 virus	scientific name	hu39694 virus	Hu39694 virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;69244	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Hu39694 virus	;;;;;;;;family;;;;no rank
69245	Lechiguanas virus	scientific name	lechiguanas virus	Lechiguanas virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;69245	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Lechiguanas virus	;;;;;;;;family;;;;no rank
69246	Maciel virus	scientific name	maciel virus	Maciel virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;69246	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Maciel virus	;;;;;;;;family;;;;no rank
69247	Oran virus	scientific name	oran virus	Oran virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;69247	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Oran virus	;;;;;;;;family;;;;no rank
69248	Pergamino virus	scientific name	pergamino virus	Pergamino virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;69248	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Pergamino virus	;;;;;;;;family;;;;no rank
139032	Araraquara virus	scientific name	araraquara virus	Araraquara virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;139032	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Araraquara virus	;;;;;;;;family;;;;no rank
139033	Castelo dos Sonhos virus	scientific name	castelo dos sonhos virus	Castelo dos Sonhos virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;139033	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Castelo dos Sonhos virus	;;;;;;;;family;;;;no rank
321613	Juquitiba-like virus strain On576	scientific name	juquitiba-like virus strain on576	Juquitiba-like virus strain On576	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;321613	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Juquitiba-like virus strain On576	;;;;;;;;family;;;;no rank
367400	Neembucu hantavirus	scientific name	neembucu hantavirus	Neembucu hantavirus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;367400	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Neembucu hantavirus	;;;;;;;;family;;;;no rank
436675	Jabora hantavirus	scientific name	jabora hantavirus	Jabora hantavirus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;436675	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Jabora hantavirus	;;;;;;;;family;;;;no rank
443745	Araraquara-like virus strain P5/Cajuru	scientific name	araraquara-like virus strain p5/cajuru	Araraquara-like virus strain P5/Cajuru	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;443745	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Araraquara-like virus strain P5/Cajuru	;;;;;;;;family;;;;no rank
537334	Juquitiba-like virus strain PB 1002	scientific name	juquitiba-like virus strain pb 1002	Juquitiba-like virus strain PB 1002	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;537334	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Juquitiba-like virus strain PB 1002	;;;;;;;;family;;;;no rank
537360	Juquitiba-like virus strain PB 1033	scientific name	juquitiba-like virus strain pb 1033	Juquitiba-like virus strain PB 1033	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;537360	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Juquitiba-like virus strain PB 1033	;;;;;;;;family;;;;no rank
537477	Juquitiba-like virus strain PB 981	scientific name	juquitiba-like virus strain pb 981	Juquitiba-like virus strain PB 981	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;537477	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Juquitiba-like virus strain PB 981	;;;;;;;;family;;;;no rank
1085569	Tunari virus	scientific name	tunari virus	Tunari virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980456;1085569	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus andesense;Tunari virus	;;;;;;;;family;;;;no rank
564878	Asama virus	scientific name	asama virus	Asama virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1980457;564878	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus asamaense;Asama virus	;;;;;;;;family;;;;no rank
37207	Rio Segundo hantavirus	scientific name	rio segundo hantavirus	Rio Segundo hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;37207	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Rio Segundo hantavirus	;;;;;;;;family;;;;species
42097	Isla Vista hantavirus	scientific name	isla vista hantavirus	Isla Vista hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;42097	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Isla Vista hantavirus	;;;;;;;;family;;;;species
47301	Muleshoe hantavirus	scientific name	muleshoe hantavirus	Muleshoe hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;47301	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Muleshoe hantavirus	;;;;;;;;family;;;;species
2022413	Orthohantavirus sp.	scientific name	orthohantavirus sp.	Orthohantavirus sp.	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;2022413	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Orthohantavirus sp.	;;;;;;;;family;;;;species
2050012	Jerboa hantavirus	scientific name	jerboa hantavirus	Jerboa hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;2050012	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Jerboa hantavirus	;;;;;;;;family;;;;species
2050013	Rodent hantavirus	scientific name	rodent hantavirus	Rodent hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;2050013	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Rodent hantavirus	;;;;;;;;family;;;;species
2050014	Shrew hantavirus	scientific name	shrew hantavirus	Shrew hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;2050014	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Shrew hantavirus	;;;;;;;;family;;;;species
2052560	Asturias virus	scientific name	asturias virus	Asturias virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;2052560	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Asturias virus	;;;;;;;;family;;;;species
2259728	Monongahela hantavirus	scientific name	monongahela hantavirus	Monongahela hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;2259728	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Monongahela hantavirus	;;;;;;;;family;;;;species
2651592	Buffalo Bayou virus	scientific name	buffalo bayou virus	Buffalo Bayou virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;2651592	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Buffalo Bayou virus	;;;;;;;;family;;;;species
2654407	Traemmersee orthohantavirus	scientific name	traemmersee orthohantavirus	Traemmersee orthohantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;2654407	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Traemmersee orthohantavirus	;;;;;;;;family;;;;species
2749946	Lanka hantavirus	scientific name	lanka hantavirus	Lanka hantavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;2749946	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;Lanka hantavirus	;;;;;;;;family;;;;species
