taxid	name_txt	name_class	name_norm	sci_name	rank	lineage_taxids	lineage_names	lineage_ranks
666190	Hantavirus HPR02-71	scientific name	hantavirus hpr02-71	Hantavirus HPR02-71	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;666190	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus HPR02-71	;;;;;;;;family;;;;;species
691767	Hantavirus KY	scientific name	hantavirus ky	Hantavirus KY	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;691767	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus KY	;;;;;;;;family;;;;;species
700375	Ape Aime-Itapua virus	scientific name	ape aime-itapua virus	Ape Aime-Itapua virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;700375	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Ape Aime-Itapua virus	;;;;;;;;family;;;;;species
714974	Hantavirus Akm6266	scientific name	hantavirus akm6266	Hantavirus Akm6266	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;714974	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus Akm6266	;;;;;;;;family;;;;;species
714975	Hantavirus Akm6903	scientific name	hantavirus akm6903	Hantavirus Akm6903	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;714975	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus Akm6903	;;;;;;;;family;;;;;species
714976	Hantavirus Oln8057	scientific name	hantavirus oln8057	Hantavirus Oln8057	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;714976	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus Oln8057	;;;;;;;;family;;;;;species
714977	Hantavirus Oln8129	scientific name	hantavirus oln8129	Hantavirus Oln8129	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;714977	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus Oln8129	;;;;;;;;family;;;;;species
745387	Qian Hu Shan virus	scientific name	qian hu shan virus	Qian Hu Shan virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;745387	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Qian Hu Shan virus	;;;;;;;;family;;;;;species
858297	Hantavirus LX378	scientific name	hantavirus lx378	Hantavirus LX378	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;858297	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus LX378	;;;;;;;;family;;;;;species
911297	Hantavirus strain Oln8057	scientific name	hantavirus strain oln8057	Hantavirus strain Oln8057	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;911297	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus strain Oln8057	;;;;;;;;family;;;;;species
911298	Hantavirus strain Akm6943	scientific name	hantavirus strain akm6943	Hantavirus strain Akm6943	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;911298	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus strain Akm6943	;;;;;;;;family;;;;;species
934412	Hantavirus Calomys/CPVRP147/Cajuru/BRA/2006	scientific name	hantavirus calomys/cpvrp147/cajuru/bra/2006	Hantavirus Calomys/CPVRP147/Cajuru/BRA/2006	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;934412	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus Calomys/CPVRP147/Cajuru/BRA/2006	;;;;;;;;family;;;;;species
934413	Hantavirus Hu/CPVRP2/Batatais/BRA/2007	scientific name	hantavirus hu/cpvrp2/batatais/bra/2007	Hantavirus Hu/CPVRP2/Batatais/BRA/2007	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;934413	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus Hu/CPVRP2/Batatais/BRA/2007	;;;;;;;;family;;;;;species
937388	Dahonggou Creek virus	scientific name	dahonggou creek virus	Dahonggou Creek virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;937388	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Dahonggou Creek virus	;;;;;;;;family;;;;;species
937784	Hantavirus strain H700306	scientific name	hantavirus strain h700306	Hantavirus strain H700306	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;937784	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus strain H700306	;;;;;;;;family;;;;;species
1001081	Azagny virus	scientific name	azagny virus	Azagny virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1001081	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Azagny virus	;;;;;;;;family;;;;;species
1001974	Eothenomys miletus hantavirus LX17	scientific name	eothenomys miletus hantavirus lx17	Eothenomys miletus hantavirus LX17	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1001974	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Eothenomys miletus hantavirus LX17	;;;;;;;;family;;;;;species
1001975	Eothenomys miletus hantavirus LX43	scientific name	eothenomys miletus hantavirus lx43	Eothenomys miletus hantavirus LX43	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1001975	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Eothenomys miletus hantavirus LX43	;;;;;;;;family;;;;;species
1031707	Hantavirus YN06-862	scientific name	hantavirus yn06-862	Hantavirus YN06-862	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1031707	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-862	;;;;;;;;family;;;;;species
1055451	Hantavirus RPR/09-12460	scientific name	hantavirus rpr/09-12460	Hantavirus RPR/09-12460	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1055451	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus RPR/09-12460	;;;;;;;;family;;;;;species
1055452	Hantavirus RPR/08-10217	scientific name	hantavirus rpr/08-10217	Hantavirus RPR/08-10217	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1055452	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus RPR/08-10217	;;;;;;;;family;;;;;species
1055453	Hantavirus RPR/09-10351	scientific name	hantavirus rpr/09-10351	Hantavirus RPR/09-10351	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1055453	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus RPR/09-10351	;;;;;;;;family;;;;;species
1055454	Hantavirus RPR/07-10104	scientific name	hantavirus rpr/07-10104	Hantavirus RPR/07-10104	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1055454	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus RPR/07-10104	;;;;;;;;family;;;;;species
1076281	Hantavirus XAHu09011	scientific name	hantavirus xahu09011	Hantavirus XAHu09011	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1076281	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus XAHu09011	;;;;;;;;family;;;;;species
1076282	Hantavirus XAHu09027	scientific name	hantavirus xahu09027	Hantavirus XAHu09027	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1076282	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus XAHu09027	;;;;;;;;family;;;;;species
1076283	Hantavirus XAHu09041	scientific name	hantavirus xahu09041	Hantavirus XAHu09041	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1076283	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus XAHu09041	;;;;;;;;family;;;;;species
1076284	Hantavirus XAHu09047	scientific name	hantavirus xahu09047	Hantavirus XAHu09047	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1076284	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus XAHu09047	;;;;;;;;family;;;;;species
1076285	Hantavirus XAHu09066	scientific name	hantavirus xahu09066	Hantavirus XAHu09066	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1076285	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus XAHu09066	;;;;;;;;family;;;;;species
1093930	Hantavirus YN05-295	scientific name	hantavirus yn05-295	Hantavirus YN05-295	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093930	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-295	;;;;;;;;family;;;;;species
1093931	Hantavirus YN05-304	scientific name	hantavirus yn05-304	Hantavirus YN05-304	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093931	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-304	;;;;;;;;family;;;;;species
1093932	Hantavirus YN05-324	scientific name	hantavirus yn05-324	Hantavirus YN05-324	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093932	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-324	;;;;;;;;family;;;;;species
1093933	Hantavirus YN05-389	scientific name	hantavirus yn05-389	Hantavirus YN05-389	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093933	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-389	;;;;;;;;family;;;;;species
1093934	Hantavirus YN05-47	scientific name	hantavirus yn05-47	Hantavirus YN05-47	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093934	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-47	;;;;;;;;family;;;;;species
1093935	Hantavirus YN05-484	scientific name	hantavirus yn05-484	Hantavirus YN05-484	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093935	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-484	;;;;;;;;family;;;;;species
1093936	Hantavirus YN05-494	scientific name	hantavirus yn05-494	Hantavirus YN05-494	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093936	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-494	;;;;;;;;family;;;;;species
1093937	Hantavirus YN05-637	scientific name	hantavirus yn05-637	Hantavirus YN05-637	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093937	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-637	;;;;;;;;family;;;;;species
1093938	Hantavirus YN05-7	scientific name	hantavirus yn05-7	Hantavirus YN05-7	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093938	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-7	;;;;;;;;family;;;;;species
1093939	Hantavirus YN05-83	scientific name	hantavirus yn05-83	Hantavirus YN05-83	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093939	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-83	;;;;;;;;family;;;;;species
1093940	Hantavirus YN05-9	scientific name	hantavirus yn05-9	Hantavirus YN05-9	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093940	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN05-9	;;;;;;;;family;;;;;species
1093941	Hantavirus YN06-1024	scientific name	hantavirus yn06-1024	Hantavirus YN06-1024	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093941	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-1024	;;;;;;;;family;;;;;species
1093942	Hantavirus YN06-153	scientific name	hantavirus yn06-153	Hantavirus YN06-153	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093942	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-153	;;;;;;;;family;;;;;species
1093943	Hantavirus YN06-254	scientific name	hantavirus yn06-254	Hantavirus YN06-254	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093943	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-254	;;;;;;;;family;;;;;species
1093944	Hantavirus YN06-256	scientific name	hantavirus yn06-256	Hantavirus YN06-256	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093944	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-256	;;;;;;;;family;;;;;species
1093945	Hantavirus YN06-257	scientific name	hantavirus yn06-257	Hantavirus YN06-257	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093945	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-257	;;;;;;;;family;;;;;species
1093946	Hantavirus YN06-270	scientific name	hantavirus yn06-270	Hantavirus YN06-270	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093946	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-270	;;;;;;;;family;;;;;species
1093947	Hantavirus YN06-282	scientific name	hantavirus yn06-282	Hantavirus YN06-282	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093947	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-282	;;;;;;;;family;;;;;species
1093948	Hantavirus YN06-362	scientific name	hantavirus yn06-362	Hantavirus YN06-362	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093948	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-362	;;;;;;;;family;;;;;species
1093949	Hantavirus YN06-365	scientific name	hantavirus yn06-365	Hantavirus YN06-365	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093949	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-365	;;;;;;;;family;;;;;species
1093950	Hantavirus YN06-455	scientific name	hantavirus yn06-455	Hantavirus YN06-455	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093950	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-455	;;;;;;;;family;;;;;species
1093951	Hantavirus YN06-489	scientific name	hantavirus yn06-489	Hantavirus YN06-489	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093951	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-489	;;;;;;;;family;;;;;species
1093952	Hantavirus YN06-605	scientific name	hantavirus yn06-605	Hantavirus YN06-605	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093952	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-605	;;;;;;;;family;;;;;species
1093953	Hantavirus YN06-696	scientific name	hantavirus yn06-696	Hantavirus YN06-696	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093953	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-696	;;;;;;;;family;;;;;species
1093954	Hantavirus YN06-747	scientific name	hantavirus yn06-747	Hantavirus YN06-747	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093954	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-747	;;;;;;;;family;;;;;species
1093955	Hantavirus YN06-79	scientific name	hantavirus yn06-79	Hantavirus YN06-79	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093955	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-79	;;;;;;;;family;;;;;species
1093956	Hantavirus YN06-813	scientific name	hantavirus yn06-813	Hantavirus YN06-813	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093956	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-813	;;;;;;;;family;;;;;species
1093957	Hantavirus YN06-868	scientific name	hantavirus yn06-868	Hantavirus YN06-868	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1093957	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus YN06-868	;;;;;;;;family;;;;;species
1107325	Ussuri virus	scientific name	ussuri virus	Ussuri virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1107325	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Ussuri virus	;;;;;;;;family;;;;;species
1116392	Hantavirus NFG289	scientific name	hantavirus nfg289	Hantavirus NFG289	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1116392	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus NFG289	;;;;;;;;family;;;;;species
1116393	Hantavirus NFG297	scientific name	hantavirus nfg297	Hantavirus NFG297	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151837;1980413;2560074;1980442;1986491;339351;1116393	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Elliovirales;Hantaviridae;Mammantavirinae;Orthohantavirus;unclassified Orthohantavirus;unclassified Hantavirus;Hantavirus NFG297	;;;;;;;;family;;;;;species
