event_date	genus	species	name	lat	lon	MNA	MNI	traps
1994-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	12	0	300
1994-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	15	4	300
1994-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	27	1	300
1994-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	8	1	300
1995-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	4	0	300
1995-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	4	0	300
1995-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	2	0	300
1995-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	4	0	300
1995-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	6	0	300
1995-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	1	0	300
1996-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	6	0	300
1996-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	4	0	300
1996-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	9	0	300
1996-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	11	0	300
1996-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	10	0	300
1996-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	10	0	300
1997-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	6	2	300
1997-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	4	0	300
1997-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	6	1	300
1997-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	11	2	300
1997-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	10	1	300
1997-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	13	1	300
1998-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	9	2	300
1998-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	6	1	300
1998-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	4	0	300
1998-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	2	0	300
1998-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	4	0	300
1998-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	7	0	300
1999-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	12	2	300
1999-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	13	1	300
1999-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	8	0	300
1999-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	16	0	300
1999-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	8	0	300
1999-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	16	1	300
2000-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	20	10	300
2000-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	32	11	300
2000-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	19	2	300
2000-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	20	1	300
2000-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	6	0	300
2000-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	9	1	300
2001-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	3	1	300
2001-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	10	4	300
2001-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	4	1	300
2001-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	5	2	300
2001-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	7	1	300
2001-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	5	0	300
2002-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	27	7	300
2002-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	11	2	300
2002-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	7	1	300
2002-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	4	1	300
2002-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	12	2	300
2002-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	10	6	300
2003-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	13	8	300
2003-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	16	5	300
2003-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	18	6	300
2003-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	14	5	300
2003-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	16	3	300
2003-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	15	1	300
2004-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	2	1	300
2004-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	8	1	300
2004-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	12	1	300
2004-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	8	1	300
2004-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	19	0	300
2004-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	19	1	300
2005-05-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	10	0	300
2005-06-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	19	5	300
2005-07-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	8	1	300
2005-08-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	4	3	300
2005-09-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	12	5	300
2005-10-01	Peromyscus	Peromyscus maniculatus	Cutbank 15, Montana	48.96388889	-112.4944444	29	3	300
1994-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	10	3	300
1994-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	9	1	300
1994-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	14	0	300
1994-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	16	1	300
1995-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	2	1	300
1995-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	3	1	300
1995-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	2	1	300
1995-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	7	3	300
1995-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	3	0	300
1995-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	5	2	300
1996-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	2	1	300
1996-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	1	0	300
1996-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	4	1	300
1996-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	14	0	300
1996-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	14	0	300
1996-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	16	0	300
1997-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	0	0	300
1997-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	2	0	300
1997-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	4	0	300
1997-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	11	0	300
1997-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	11	0	300
1997-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	13	0	300
1998-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	4	1	300
1998-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	20	3	300
1998-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	33	3	300
1998-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	66	2	300
1998-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	65	1	300
1998-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	43	2	300
1999-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	8	3	300
1999-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	7	1	300
1999-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	4	1	300
1999-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	8	2	300
1999-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	11	3	300
1999-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	8	1	300
2000-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	3	0	300
2000-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	4	0	300
2000-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	3	0	300
2000-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	8	2	300
2000-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	9	0	300
2000-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	12	1	300
2001-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	3	0	300
2001-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	3	0	300
2001-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	5	0	300
2001-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	9	0	300
2001-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	25	1	300
2001-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	10	0	300
2002-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	6	0	300
2002-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	9	0	300
2002-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	9	0	300
2002-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	17	4	300
2002-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	33	1	300
2002-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	25	0	300
2003-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	6	0	300
2003-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	3	0	300
2003-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	1	0	300
2003-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	14	1	300
2003-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	17	0	300
2003-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	5	0	300
2004-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	6	2	300
2004-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	6	2	300
2004-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	5	1	300
2004-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	11	2	300
2004-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	14	1	300
2004-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	8	1	300
2005-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	4	3	300
2005-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	5	2	300
2005-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	6	2	300
2005-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	8	2	300
2005-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	15	2	300
2005-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 8, Montana	46.51944444	-113.0080556	20	0	300
1994-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	1	0	300
1994-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	8	0	300
1994-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	16	1	300
1994-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	17	0	300
1995-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	1	0	300
1995-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	1	0	300
1995-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	1	0	300
1995-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	2	0	300
1995-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	3	0	300
1995-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	3	0	300
1996-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	1	0	300
1996-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	1	0	300
1996-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	16	0	300
1996-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	25	0	300
1996-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	21	0	300
1996-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	24	0	300
1997-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	2	0	300
1997-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	3	0	300
1997-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	2	0	300
1997-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	4	0	300
1997-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	6	0	300
1997-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	10	0	300
1998-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	6	4	300
1998-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	15	3	300
1998-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	21	4	300
1998-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	31	6	300
1998-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	33	4	300
1998-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	29	1	300
1999-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	3	0	300
1999-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	4	0	300
1999-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	4	1	300
1999-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	5	0	300
1999-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	4	0	300
1999-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	7	0	300
2000-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	0	0	300
2000-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	6	0	300
2000-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	6	0	300
2000-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	8	0	300
2000-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	4	0	300
2000-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	4	0	300
2001-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	1	0	300
2001-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	5	1	300
2001-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	4	0	300
2001-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	5	0	300
2001-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	11	0	300
2001-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	5	0	300
2002-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	2	0	300
2002-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	4	0	300
2002-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	9	0	300
2002-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	16	0	300
2002-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	28	0	300
2002-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	20	0	300
2003-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	6	0	300
2003-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	2	0	300
2003-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	2	0	300
2003-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	10	0	300
2003-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	10	0	300
2003-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	10	0	300
2004-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	2	2	300
2004-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	2	0	300
2004-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	3	0	300
2004-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	11	1	300
2004-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	13	3	300
2004-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	8	1	300
2005-05-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	4	3	300
2005-06-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	3	2	300
2005-07-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	6	2	300
2005-08-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	5	2	300
2005-09-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	17	5	300
2005-10-01	Peromyscus	Peromyscus maniculatus	Gold Creek 9, Montana	46.5225	-113.0069444	20	2	300
2002-08-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	41	5	444
2002-09-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	52	15	444
2002-10-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	48	10	444
2002-11-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	41	8	444
2002-12-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	32	10	444
2003-01-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	30	10	444
2003-02-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	33	12	444
2003-04-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	21	9	444
2003-05-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	25	10	444
2003-06-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	37	20	444
2003-07-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	36	14	444
2003-08-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	37	12	444
2003-09-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	64	14	444
2003-10-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	79	11	444
2003-11-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	117	10	444
2003-12-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	117	10	444
2004-01-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	113	14	444
2004-03-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	88	15	444
2004-04-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	64	14	444
2004-05-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	73	14	444
2004-06-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	81	20	444
2004-07-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	71	16	444
2004-08-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	73	17	444
2004-09-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	72	17	444
2004-10-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	72	18	444
2004-11-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	65	18	444
2004-12-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	67	25	444
2005-02-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	50	22	444
2005-03-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	47	23	444
2005-04-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	35	14	444
2005-05-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	51	22	444
2005-06-01	Peromyscus	Peromyscus maniculatus	Grand Canyon E, Arizona	35.96108333	-112.0922222	50	15	444
