1_Specimen_Number,2_Ab_or_RNA_pos,3_Date,4_Trap_Line,5_Trap_Number,6_Status,7_Weight,8_Genus,9_Species,10_Male_or_Female,11_Age,12_Blood,13_Heart,14_Lung,15_Kidney,16_Muscle,17_Total_Body_Length,18_Tail_Length,19_Hind_foot_length,20_Ear_length,21_Time_of_day,22_IFA_1:10,23_IFA_1:32,24_IFA_SCORE,25_RTPCR_Status,26_Comments
325,0,29/09/2019,E,24,Alive,33.5,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1059,0,256,150,Am,NEGATIVE,NOT TESTED,0,Not Tested,Broken tail
324,0,29/09/2019,E,24,Alive,35.5,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,1105,1002,252,192,Am,NEGATIVE,NOT TESTED,0,Not Tested,Helminth eggs
323,0,29/09/2019,E,11,Alive,15.1,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,773,399,148,125,Am,NEGATIVE,NOT TESTED,0,Not Tested,
322,0,29/09/2019,F,24,Dead,15.9,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,807,416,180,116,Am,NEGATIVE,NOT TESTED,0,Not Tested,Moribund
321,1,29/09/2019,F,24,Alive,13.6,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,841,413,171,124,Am,POSITIVE,POSITIVE,8192,Not Tested,
320,1,29/09/2019,C,42,Dead,8.3,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,599,226,164,113,Am,POSITIVE,POSITIVE,128,Not Tested,
319,0,29/09/2019,C,18,Dead,13.3,Myodes,glareolus,Female,adult,No,Yes,Yes,Yes,Yes,720,379,153,123,Am,NEGATIVE,NOT TESTED,0,Not Tested,
318,1,29/09/2019,C,47,Dead,12.7,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,725,363,164,105,Am,POSITIVE,POSITIVE,256,NEGATIVE,used kidney for IFA titer
317,0,29/09/2019,C,11,Dead,16,Myodes,glareolus,Female,adult,No,Yes,Yes,Yes,Yes,811,426,168,119,Am,NEGATIVE,NOT TESTED,0,Not Tested,
316,0,29/09/2019,C,30,Dead,8.5,Sorex,minutus,Male,adult,No,Yes,Yes,Yes,Yes,696,377,125,71,Am,NEGATIVE,NOT TESTED,0,Not Tested,
315,1,29/09/2019,C,45,Dead,8.8,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,637,327,163,104,Am,POSITIVE,POSITIVE,128,Not Tested,
314,0,29/09/2019,C,43,Dead,7.8,Sorex,minutus,Female,adult,No,Yes,Yes,Yes,Yes,672,412,138,60,Am,NEGATIVE,NOT TESTED,0,Not Tested,
313,0,29/09/2019,C,27,Dead,7.8,Sorex,minutus,Male,adult,No,Yes,Yes,Yes,Yes,655,342,113,65,Am,NEGATIVE,NOT TESTED,0,Not Tested,
311,0,29/09/2019,C,34,Dead,7.3,Sorex,minutus,Male,adult,No,Yes,Yes,Yes,Yes,678,363,134,56,Am,NEGATIVE,NOT TESTED,0,Not Tested,
310,0,29/09/2019,C,41,Dead,8.7,Myodes,glareolus,Female,juvenile,No,Yes,Yes,Yes,Yes,603,305,165,94,Am,POSITIVE,NEGATIVE,0,Not Tested,
309,0,29/09/2019,D,17,Dead,6.02,Sorex,minutus,Male,adult,No,Yes,Yes,Yes,Yes,650,322,155,64,Am,NEGATIVE,NOT TESTED,0,Not Tested,
308,1,29/09/2019,D,37,Dead,18.2,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,902,453,164,109,Am,POSITIVE,POSITIVE,128,Not Tested,
307,0,29/09/2019,D,29,Dead,7.4,Sorex,minutus,Male,adult,No,Yes,Yes,Yes,Yes,679,327,124,48,Am,NEGATIVE,NOT TESTED,0,Not Tested,
306,0,29/09/2019,D,2,Dead,13,Apodemus,agrarius,Male,adult,No,Yes,Yes,Yes,Yes,715,655,187,112,Am,NEGATIVE,NEGATIVE,0,Not Tested,
305,0,29/09/2019,D,43,Dead,4.8,Myodes,glareolus,Female,adult,No,Yes,Yes,Yes,Yes,759,363,151,109,Am,NEGATIVE,NOT TESTED,0,Not Tested,
304,0,29/09/2019,D,45,Dead,7.5,Sorex,minutus,Male,adult,No,Yes,Yes,Yes,Yes,589,141,113,166,Am,NEGATIVE,NOT TESTED,0,Not Tested,
303,0,29/09/2019,C,44,Alive,16.6,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,879,362,176,155,Am,NEGATIVE,NOT TESTED,0,Not Tested,
302,0,29/09/2019,C,29,Alive,23.5,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,1006,431,121,131,Am,NEGATIVE,NOT TESTED,0,Not Tested,
301,0,29/09/2019,C,37,Alive,11.9,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,850,316,169,105,Am,NEGATIVE,NOT TESTED,0,Not Tested,
300,0,29/09/2019,C,25,Alive,17.8,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,885,846,210,165,Am,NEGATIVE,NOT TESTED,0,Not Tested,
299,0,29/09/2019,C,19,Alive,12.3,Myodes,glareolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,827,392,166,106,Am,NEGATIVE,NOT TESTED,0,Not Tested,
298,0,29/09/2019,C,8,Alive,26.3,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,973,1002,235,166,Am,NEGATIVE,NOT TESTED,0,Not Tested,
297,0,29/09/2019,C,48,Alive,16.5,Apodemus,flavicolus,Female,juvenile,Yes,Yes,Yes,Yes,Yes,850,896,222,165,Am,NEGATIVE,NOT TESTED,0,Not Tested,
296,0,29/09/2019,D,1,Alive,22.2,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,954,1002,229,167,Am,NEGATIVE,NOT TESTED,0,Not Tested,
295,0,29/09/2019,D,6,Alive,14.2,Apodemus,agrarius,Female,juvenile,Yes,Yes,Yes,Yes,Yes,854,642,175,101,Am,NEGATIVE,NOT TESTED,0,Not Tested,
294,0,29/09/2019,D,42,Alive,34.9,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1074,1071,250,170,Am,NEGATIVE,NOT TESTED,0,Not Tested,Fly eggs
293,0,29/09/2019,D,23,Alive,19.8,Apodemus,flavicolus,Female,juvenile,Yes,Yes,Yes,Yes,Yes,904,952,227,135,Am,NEGATIVE,NOT TESTED,0,Not Tested,
292,0,29/09/2019,D,19,Alive,33.3,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1086,996,262,174,Am,NEGATIVE,NOT TESTED,0,Not Tested,
291,0,29/09/2019,D,32,Alive,14.7,Apodemus,agrarius,Male,adult,Yes,Yes,Yes,Yes,Yes,806,579,179,116,Am,NEGATIVE,NOT TESTED,0,Not Tested,Blood and muscle tubes are mixed
290,0,29/09/2019,D,11,Alive,23.5,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,948,884,243,169,Am,POSITIVE,NEGATIVE,0,Not Tested,
289,0,29/09/2019,D,7,Alive,14.1,Apodemus,agrarius,Male,adult,Yes,Yes,Yes,Yes,Yes,846,642,182,107,Am,NEGATIVE,NOT TESTED,0,NEGATIVE,
288,1,29/09/2019,D,14,Alive,34.8,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1079,1018,250,198,Am,POSITIVE,POSITIVE,1024,POSITIVE,
287,0,29/09/2019,D,28,Alive,28.5,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,955,976,236,166,Am,NEGATIVE,NOT TESTED,0,Not Tested,
286,1,29/09/2019,D,33,Alive,14.1,Apodemus,agrarius,Male,adult,Yes,Yes,Yes,Yes,Yes,848,580,185,119,Am,POSITIVE,POSITIVE,128,Not Tested,
285,0,29/09/2019,D,34,Alive,13.6,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,843,338,156,121,Am,NEGATIVE,NOT TESTED,0,Not Tested,
284,1,29/09/2019,D,38,Alive,32.2,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1049,988,241,184,Am,POSITIVE,POSITIVE,64,Not Tested,
283,0,29/09/2019,D,25,Alive,7.4,Sorex,minutus,Female,adult,Yes,Yes,Yes,Yes,Yes,600,362,124,68,Am,NEGATIVE,NOT TESTED,0,Not Tested,
282,0,26/09/2019,A,13,Alive,23.8,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,992,908,245,168,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
281,0,26/09/2019,A,49,Dead,13.6,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,728,443,160,123,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
280,0,26/09/2019,A,40,Alive,22.4,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,953,875,238,167,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
279,0,26/09/2019,A,44,Alive,26.6,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,999,968,249,162,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
278,0,26/09/2019,A,46,Alive,13.5,Apodemus,agrarius,Male,adult,Yes,Yes,Yes,Yes,Yes,835,648,197,116,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
277,1,26/09/2019,A,16,Alive,21.7,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,942,899,241,171,Pm,POSITIVE,POSITIVE,64,NEGATIVE,
276,0,26/09/2019,A,14,Alive,30.9,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1053,1106,261,188,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
275,0,26/09/2019,A,12,Alive,14.6,Apodemus,agrarius,Female,adult,Yes,Yes,Yes,Yes,Yes,728,640,168,101,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
274,1,26/09/2019,A,9,Dead,15.5,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,854,414,172,114,Pm,POSITIVE,POSITIVE,256,Not Tested,
273,0,26/09/2019,A,36,Dead,14.8,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,782,425,171,116,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
272,1,26/09/2019,A,35,Alive,7.3,Mus,musculus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,661,575,143,107,Pm,POSITIVE,POSITIVE,512,Not Tested,
271,0,26/09/2019,A,24,Dead,6,Sorex,minutus,Female,adult,No,Yes,Yes,Yes,Yes,705,357,123,81,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
270,1,26/09/2019,A,22,Alive,30.5,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1043,1151,240,187,Pm,POSITIVE,POSITIVE,512,NEGATIVE,
269,0,26/09/2019,A,2,Dead,7.7,Sorex,minutus,Male,adult,No,Yes,Yes,Yes,Yes,701,407,124,58,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
268,0,26/09/2019,A,38,Alive,27.8,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,1059,1026,236,166,Pm,NEGATIVE,NOT TESTED,0,Not Tested,Fleas
267,0,26/09/2019,A,3,Dead,8,Sorex,minutus,Male,adult,No,Yes,Yes,Yes,Yes,617,391,136,55,Am,NEGATIVE,NOT TESTED,0,Not Tested,2 shrews in one trap; one half eaten and was not given a number
266,0,26/09/2019,A,50,Dead,14.5,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,776,417,176,117,Am,NEGATIVE,NOT TESTED,0,Not Tested,
265,0,26/09/2019,C,33,Dead,23.8,Apodemus,flavicolus,Female,adult,No,Yes,Yes,Yes,Yes,854,1005,238,173,Am,NEGATIVE,NOT TESTED,0,Not Tested,
264,0,26/09/2019,C,34,Dead,14.2,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,777,364,158,125,Am,NEGATIVE,NOT TESTED,0,Not Tested,
263,0,26/09/2019,A,25,Alive,34.2,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,1079,1094,231,186,Am,NEGATIVE,NOT TESTED,0,Not Tested,
262,0,26/09/2019,C,31,Dead,14.5,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,880,412,174,126,Am,NEGATIVE,NEGATIVE,0,Not Tested,
261,0,26/09/2019,A,5,Alive,20.9,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,795,834,236,166,Am,NEGATIVE,NOT TESTED,0,Not Tested,Marked as 262
260,1,26/09/2019,A,4,Alive,18.2,Apodemus,agrarius,Female,adult,Yes,Yes,Yes,Yes,Yes,955,780,191,106,Am,POSITIVE,POSITIVE,128,POSITIVE,
259,0,26/09/2019,C,35,Alive,13.4,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,778,367,165,123,Am,NEGATIVE,NOT TESTED,0,Not Tested,Flea talpa
258,1,26/09/2019,C,30,Dead,21.7,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,973,482,164,147,Am,POSITIVE,POSITIVE,1024,Not Tested,
257,1,26/09/2019,A,17,Alive,24.4,Apodemus,agrarius,Male,adult,Yes,Yes,Yes,Yes,Yes,950,707,186,109,Am,POSITIVE,POSITIVE,4096,POSITIVE,
256,1,26/09/2019,C,39,Dead,14.3,Myodes,glareolus,Female,adult,No,Yes,Yes,Yes,Yes,837,407,171,139,Am,POSITIVE,POSITIVE,1024,Not Tested,Marked as 257
255,0,26/09/2019,A,20,Alive,13.8,Apodemus,flavicolus,Female,juvenile,Yes,Yes,Yes,Yes,Yes,783,784,214,146,Am,NEGATIVE,NOT TESTED,0,Not Tested,Mites
254,0,26/09/2019,A,11,Alive,25.5,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,990,927,246,174,Am,NEGATIVE,NOT TESTED,0,Not Tested,
253,0,26/09/2019,B,2,Dead,31.2,Apodemus,flavicolus,Female,adult,No,Yes,Yes,Yes,Yes,929,1039,249,184,Am,NEGATIVE,NOT TESTED,0,Not Tested,
252,1,26/09/2019,C,42,Alive,9.1,Myodes,glareolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,657,334,157,83,Am,POSITIVE,POSITIVE,256,Not Tested,obtained IFA titer using kidney
251,0,26/09/2019,A,30,Alive,14.8,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,796,424,156,123,Am,NEGATIVE,NOT TESTED,0,Not Tested,
250,0,26/09/2019,B,10,Dead,14.3,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,759,397,176,124,Am,NEGATIVE,NOT TESTED,0,Not Tested,
249,0,26/09/2019,A,44,Alive,10.9,Muscardinus,aranus,Female,adult,Yes,Yes,Yes,Yes,Yes,749,625,158,91,Am,POSITIVE,NEGATIVE,0,Not Tested,"Dormouse, little blood drawn"
247,0,26/09/2019,B,18,Alive,16.1,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,778,855,215,168,Am,NEGATIVE,NOT TESTED,0,Not Tested,
246,0,26/09/2019,B,36,Alive,15.8,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,836,411,169,132,Am,NEGATIVE,NOT TESTED,0,Not Tested,
245,0,26/09/2019,B,28,Dead,25.6,Apodemus,flavicolus,Male,adult,No,Yes,Yes,Yes,Yes,904,730,234,176,Am,NEGATIVE,NOT TESTED,0,Not Tested,Fleas
244,0,26/09/2019,B,42,Alive,17.2,Myodes,glareolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,833,406,168,125,Am,NEGATIVE,NOT TESTED,0,Not Tested,Little blood
243,1,26/09/2019,C,36,Dead,20.3,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,903,482,164,130,Am,POSITIVE,POSITIVE,4096,Not Tested,
242,0,26/09/2019,B,46,Alive,17.3,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,880,394,156,122,Am,NEGATIVE,NOT TESTED,0,Not Tested,
241,0,26/09/2019,B,26,Alive,15.6,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,790,407,173,139,Am,NEGATIVE,NOT TESTED,0,Not Tested,Fleas
240,0,26/09/2019,B,32,Alive,23.3,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,925,879,243,167,Am,NEGATIVE,NOT TESTED,0,Not Tested,
239,1,26/09/2019,C,11,Dead,23,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,925,517,169,135,Am,POSITIVE,POSITIVE,512,Not Tested,
238,0,26/09/2019,B,31,Alive,22.1,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,872,535,167,138,Am,NEGATIVE,NOT TESTED,0,Not Tested,Little blood drawn
237,0,26/09/2019,B,19,Alive,21,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,904,910,230,166,Am,NEGATIVE,NOT TESTED,0,Not Tested,
236,0,26/09/2019,B,1,Alive,30,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,978,992,235,186,Am,POSITIVE,NEGATIVE,0,Not Tested,Mites
235,0,26/09/2019,B,50,Alive,24,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,885,950,254,166,Am,NEGATIVE,NOT TESTED,0,,
234,0,26/09/2019,B,41,Alive,21,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,876,989,240,182,Am,POSITIVE,NEGATIVE,0,Not Tested,"Fleas, talpa"
233,1,26/09/2019,C,5,Alive,33.6,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1068,1036,242,195,Am,POSITIVE,POSITIVE,512,NEGATIVE,
232,0,26/09/2019,C,9,Alive,9.3,Mus,musculus,Male,adult,Yes,Yes,Yes,Yes,Yes,680,649,157,126,Am,NEGATIVE,NOT TESTED,0,Not Tested,Mus musculus
231,1,26/09/2019,C,7,Alive,14.1,Apodemus,agrarius,Male,adult,Yes,Yes,Yes,Yes,Yes,799,622,162,119,Am,POSITIVE,POSITIVE,64,POSITIVE,
230,0,26/09/2019,C,37,Alive,16.4,Apodemus,agrarius,Male,adult,Yes,Yes,Yes,Yes,Yes,782,681,197,93,Am,NEGATIVE,NOT TESTED,0,Not Tested,
229,0,26/09/2019,C,24,Alive,30,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,981,1005,232,168,Am,NEGATIVE,NOT TESTED,0,Not Tested,
228,0,26/09/2019,C,6,Alive,21.5,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,869,897,238,173,Am,POSITIVE,NEGATIVE,0,Not Tested,
227,0,26/09/2019,D,34,Dead,14.9,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,796,375,172,110,Am,NEGATIVE,NOT TESTED,0,Not Tested,
226,0,26/09/2019,C,10,Alive,20.5,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,957,161,222,161,Am,NEGATIVE,NOT TESTED,0,Not Tested,
225,0,26/09/2019,C,27,Alive,15.2,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,813,388,169,140,Am,NEGATIVE,NOT TESTED,0,Not Tested,
224,0,26/09/2019,D,38,Alive,30.1,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,947,981,246,182,Am,POSITIVE,NEGATIVE,128,NEGATIVE,
223,0,26/09/2019,D,33,Dead,30,Apodemus,flavicolus,Female,adult,No,Yes,Yes,Yes,Yes,895,1120,235,184,Am,NEGATIVE,NOT TESTED,0,Not Tested,Mites
222,0,26/09/2019,D,29,Alive,13.7,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,726,413,153,123,Am,NEGATIVE,NOT TESTED,0,Not Tested,Little blood drawn
221,0,26/09/2019,D,37,Alive,16.2,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,839,396,171,115,Am,NEGATIVE,NOT TESTED,0,Not Tested,
220,1,26/09/2019,D,21,Alive,32,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,930,1104,231,180,Am,POSITIVE,POSITIVE,64,POSITIVE,"Mites, fleas"
219,0,26/09/2019,D,46,Alive,11.7,Apodemus,agrarius,Female,juvenile,Yes,Yes,Yes,Yes,Yes,736,575,167,92,Am,NEGATIVE,NOT TESTED,0,Not Tested,Flea
218,0,26/09/2019,D,39,Alive,18.1,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,870,461,185,133,Am,NEGATIVE,NOT TESTED,0,Not Tested,Moribund
217,0,26/09/2019,D,47,Alive,24.9,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,908,960,246,184,Am,NEGATIVE,NOT TESTED,0,Not Tested,"Fleas, mites"
216,0,26/09/2019,D,28,Alive,40.5,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,742,427,150,128,Am,NEGATIVE,NOT TESTED,0,Not Tested,Fleas
215,0,26/09/2019,D,25,Alive,11.5,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,753,333,170,124,Am,NEGATIVE,NOT TESTED,0,Not Tested,"Flea, mites, talpa"
214,0,26/09/2019,D,26,Alive,27.6,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,896,944,236,177,Am,NEGATIVE,NOT TESTED,0,Not Tested,Fleas and mites
213,0,26/09/2019,C,40,Dead,13.9,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,773,410,170,145,Am,POSITIVE,NEGATIVE,0,Not Tested,
212,0,26/09/2019,D,11,Alive,27.2,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1010,974,240,174,Am,NEGATIVE,NOT TESTED,0,Not Tested,
211,1,26/09/2019,D,13,Alive,27.6,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1015,1056,241,188,Am,POSITIVE,POSITIVE,512,NEGATIVE,
210,1,26/09/2019,D,6,Alive,15.7,Apodemus,agrarius,Female,adult,Yes,Yes,Yes,Yes,Yes,810,666,184,106,Am,POSITIVE,POSITIVE,128,POSITIVE,
209,1,26/09/2019,C,41,Dead,13.3,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,789,355,166,122,Am,POSITIVE,POSITIVE,8192,Not Tested,
208,0,26/09/2019,D,12,Dead,14.9,Apodemus,flavicolus,Male,juvenile,No,Yes,Yes,Yes,Yes,753,682,187,225,Am,NEGATIVE,NOT TESTED,0,Not Tested,
207,0,26/09/2019,D,8,Dead,46.3,Mustela,nivales,Female,adult,No,Yes,Yes,Yes,Yes,1590,436,226,92,Am,NOT TESTED,NEGATIVE,0,Not Tested,"Weasel, mustela nivalis"
206,0,26/09/2019,D,10,Alive,20,Myodes,glareolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,822,280,170,126,Am,NEGATIVE,NEGATIVE,0,Not Tested,used kidney for IFA test
205,0,26/09/2019,D,24,Alive,13,Apodemus,agrarius,Male,juvenile,Yes,Yes,Yes,Yes,Yes,770,653,183,123,Am,NEGATIVE,NOT TESTED,0,Not Tested,
204,0,26/09/2019,D,35,Dead,25.2,Apodemus,flavicolus,Female,adult,No,Yes,Yes,Yes,Yes,867,1041,236,195,Am,POSITIVE,NEGATIVE,0,NEGATIVE,
203,0,26/09/2019,D,14,Dead,31.5,Apodemus,flavicolus,Male,adult,No,Yes,Yes,Yes,Yes,882,979,257,170,Am,NEGATIVE,NOT TESTED,0,Not Tested,
202,1,26/09/2019,D,27,Dead,12.5,Microtus,arvalis,Male,adult,No,Yes,Yes,Yes,Yes,721,0,148,102,Am,NEGATIVE,NOT TESTED,512,Not Tested,"No tail, tested IFA with kidney"
201,1,26/09/2019,D,47,Alive,26.9,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,953,899,237,171,Am,POSITIVE,POSITIVE,8192,POSITIVE,
200,0,26/09/2019,D,4,Alive,18.3,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,826,900,234,152,Am,NEGATIVE,NOT TESTED,0,Not Tested,
199,0,26/09/2019,D,2,Dead,14.8,Apodemus,agrarius,Female,adult,No,Yes,Yes,Yes,Yes,721,694,176,115,Am,NEGATIVE,NOT TESTED,0,Not Tested,
198,0,26/09/2019,D,1,Alive,20.3,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,875,775,230,183,Am,NEGATIVE,NOT TESTED,0,Not Tested,
197,0,25/09/2019,B,43,Alive,18.5,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,935,365,135,127,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
196,0,25/09/2019,B,24,Alive,15.7,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,861,361,156,132,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
195,0,25/09/2019,A,9,Alive,15.1,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,856,358,159,142,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
194,0,25/09/2019,E,33,Alive,18.7,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,892,355,152,146,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
193,0,25/09/2019,D,48,Alive,16.1,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,874,336,168,144,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
192,0,25/09/2019,D,31,Alive,22,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,950,445,173,133,Pm,POSITIVE,NEGATIVE,0,Not Tested,Fleas
191,0,25/09/2019,B,32,Alive,15.4,Myodes,glareolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,940,368,180,155,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
190,0,25/09/2019,D,27,Alive,15,Microtus,arvalis,Male,juvenile,Yes,Yes,Yes,Yes,Yes,890,293,165,105,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
189,0,25/09/2019,C,20,Alive,13.5,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,843,386,160,136,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
188,0,25/09/2019,C,30,Alive,13.1,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,827,398,163,128,Pm,NEGATIVE,NOT TESTED,0,Not Tested,Fleas
187,0,25/09/2019,C,44,Alive,13.7,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,857,392,179,117,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
186,0,25/09/2019,C,17,Alive,15,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,900,458,169,143,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
185,0,25/09/2019,C,14,Alive,14.9,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,825,374,169,110,Pm,NEGATIVE,NOT TESTED,0,Not Tested,moribund
184,0,25/09/2019,C,24,Alive,21.6,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,924,454,153,138,Pm,NEGATIVE,NOT TESTED,0,Not Tested,
183,0,25/09/2019,D,14,Alive,23.4,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,848,910,229,165,Am,NEGATIVE,NOT TESTED,0,Not Tested,
