"rodent_record_id"	"date"	"taxonomic_level"	"genus"	"species"	"Locality"	"lat"	"lon"	"n_individuals"	"n_positive"
8302	"2015-06-01"	"species"	"Acomys"	"Acomys percivali"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8303	"2015-06-01"	"species"	"Acomys"	"Acomys muzei"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8304	"2015-06-01"	"species"	"Acomys"	"Acomys ngurui"	"Amboni caves"	"-5.07"	"39.06"	"2"	"0"
8305	"2015-06-01"	"species"	"Acomys"	"Acomys wilsoni"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8306	"2015-06-01"	"genus"	"Acomys"	"Acomys sp."	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8307	"2015-06-01"	"species"	"Aethomys"	"Aethomys chrysophilus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8308	"2015-06-01"	"species"	"Aethomys"	"Aethomys kaiseri"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8309	"2015-06-01"	"species"	"Aethomys"	"Aethomys silindensis"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8310	"2015-06-01"	"genus"	"Aethomys"	"Aethomys sp."	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8311	"2015-06-01"	"species"	"Arvincanthis"	"Arvincanthis neumanni"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8312	"2015-06-01"	"species"	"Beamys"	"Beamys hindei"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8313	"2015-06-01"	"species"	"Crocidura"	"Crocidura bloyeti"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8314	"2015-06-01"	"species"	"Crocidura"	"Crocidura hirta"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8315	"2015-06-01"	"species"	"Crocidura"	"Crocidura montis"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8316	"2015-06-01"	"species"	"Crocidura"	"Crocidura olivieri"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8317	"2015-06-01"	"species"	"Crocidura"	"Crocidura turba"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8318	"2015-06-01"	"genus"	"Crocidura"	"Crocidura sp."	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8319	"2015-06-01"	"species"	"Dasymys"	"Dasymys incomtus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8320	"2015-06-01"	"species"	"Dendromus"	"Dendromus nyasae"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8321	"2015-06-01"	"species"	"Gerbilliscus"	"Gerbilliscus boehmi"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8322	"2015-06-01"	"species"	"Gerbilliscus"	"Gerbilliscus taborae"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8323	"2015-06-01"	"species"	"Gerbilliscus"	"Gerbilliscus leucogaster"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8324	"2015-06-01"	"species"	"Gerbilliscus"	"Gerbilliscus taborae"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8325	"2015-06-01"	"species"	"Gerbilliscus"	"Gerbilliscus vicinus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8326	"2015-06-01"	"genus"	"Gerbilliscus"	"Gerbilliscus sp."	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8327	"2015-06-01"	"species"	"Gerbillus"	"Gerbillus pusillus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8328	"2015-06-01"	"species"	"Grammomys"	"Grammomys macmillani"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8329	"2015-06-01"	"species"	"Grammomys"	"Grammomys surdaster"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8330	"2015-06-01"	"genus"	"Grammomys"	"Grammomys sp."	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8331	"2015-06-01"	"genus"	"Graphiurus"	"Graphiurus sp."	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8332	"2015-06-01"	"species"	"Heliophobius"	"Heliophobius argenteocinereus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8333	"2015-06-01"	"species"	"Hylomyscus"	"Hylomyscus arcimontensis"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8334	"2015-06-01"	"species"	"Lemniscomys"	"Lemniscomys rosalia"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8335	"2015-06-01"	"species"	"Lemniscomys"	"Lemniscomys striatus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8336	"2015-06-01"	"species"	"Lemniscomys"	"Lemniscomys zebra"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8337	"2015-06-01"	"genus"	"Lemniscomys"	"Lemniscomys sp."	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8338	"2015-06-01"	"species"	"Lophuromys"	"Lophuromys kilonzoi"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8339	"2015-06-01"	"species"	"Lophuromys"	"Lophuromys machangui"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8340	"2015-06-01"	"species"	"Lophuromys"	"Lophuromys makundii"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8341	"2015-06-01"	"species"	"Mastomys"	"Mastomys erythroleucus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8342	"2015-06-01"	"species"	"Montemys"	"Montemys delectorum"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8343	"2015-06-01"	"species"	"Mus"	"Mus minutoides"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8344	"2015-06-01"	"species"	"Mus"	"Mus musculus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8345	"2015-06-01"	"species"	"Mus"	"Mus triton"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8346	"2015-06-01"	"species"	"Ochromyscus"	"Ochromyscus niveiventris"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8347	"2015-06-01"	"species"	"Otomys"	"Otomys angoniensis"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8348	"2015-06-01"	"genus"	"Otomys"	"Otomys sp."	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8349	"2015-06-01"	"species"	"Pelomys"	"Pelomys fallax"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8350	"2015-06-01"	"species"	"Rattus"	"Rattus rattus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8351	"2015-06-01"	"species"	"Rhabdomys"	"Rhabdomys dilectus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8352	"2015-06-01"	"species"	"Saccostomus"	"Saccostomus campestris"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8353	"2015-06-01"	"species"	"Saccostomus"	"Saccostomus umbriventer"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8354	"2015-06-01"	"species"	"Serengetimys"	"Serengetimys pernanus"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8355	"2015-06-01"	"genus"	"Steatomys"	"Steatomys sp."	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8356	"2015-06-01"	"species"	"Zelotomys"	"Zelotomys hildegardeae"	"Amboni caves"	"-5.07"	"39.06"	"0"	"0"
8357	"2007-06-01/2009-02-01"	"species"	"Acomys"	"Acomys percivali"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8358	"2007-06-01/2009-02-01"	"species"	"Acomys"	"Acomys muzei"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8359	"2007-06-01/2009-02-01"	"species"	"Acomys"	"Acomys ngurui"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8360	"2007-06-01/2009-02-01"	"species"	"Acomys"	"Acomys wilsoni"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8361	"2007-06-01/2009-02-01"	"genus"	"Acomys"	"Acomys sp."	"Berega"	"-6.18"	"37.14"	"0"	"0"
8362	"2007-06-01/2009-02-01"	"species"	"Aethomys"	"Aethomys chrysophilus"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8363	"2007-06-01/2009-02-01"	"species"	"Aethomys"	"Aethomys kaiseri"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8364	"2007-06-01/2009-02-01"	"species"	"Aethomys"	"Aethomys silindensis"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8365	"2007-06-01/2009-02-01"	"genus"	"Aethomys"	"Aethomys sp."	"Berega"	"-6.18"	"37.14"	"0"	"0"
8366	"2007-06-01/2009-02-01"	"species"	"Arvincanthis"	"Arvincanthis neumanni"	"Berega"	"-6.18"	"37.14"	"6"	"0"
8367	"2007-06-01/2009-02-01"	"species"	"Beamys"	"Beamys hindei"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8368	"2007-06-01/2009-02-01"	"species"	"Crocidura"	"Crocidura bloyeti"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8369	"2007-06-01/2009-02-01"	"species"	"Crocidura"	"Crocidura hirta"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8370	"2007-06-01/2009-02-01"	"species"	"Crocidura"	"Crocidura montis"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8371	"2007-06-01/2009-02-01"	"species"	"Crocidura"	"Crocidura olivieri"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8372	"2007-06-01/2009-02-01"	"species"	"Crocidura"	"Crocidura turba"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8373	"2007-06-01/2009-02-01"	"genus"	"Crocidura"	"Crocidura sp."	"Berega"	"-6.18"	"37.14"	"54"	"0"
8374	"2007-06-01/2009-02-01"	"species"	"Dasymys"	"Dasymys incomtus"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8375	"2007-06-01/2009-02-01"	"species"	"Dendromus"	"Dendromus nyasae"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8376	"2007-06-01/2009-02-01"	"species"	"Gerbilliscus"	"Gerbilliscus boehmi"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8377	"2007-06-01/2009-02-01"	"species"	"Gerbilliscus"	"Gerbilliscus taborae"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8378	"2007-06-01/2009-02-01"	"species"	"Gerbilliscus"	"Gerbilliscus leucogaster"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8379	"2007-06-01/2009-02-01"	"species"	"Gerbilliscus"	"Gerbilliscus taborae"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8380	"2007-06-01/2009-02-01"	"species"	"Gerbilliscus"	"Gerbilliscus vicinus"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8381	"2007-06-01/2009-02-01"	"genus"	"Gerbilliscus"	"Gerbilliscus sp."	"Berega"	"-6.18"	"37.14"	"11"	"0"
8382	"2007-06-01/2009-02-01"	"species"	"Gerbillus"	"Gerbillus pusillus"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8383	"2007-06-01/2009-02-01"	"species"	"Grammomys"	"Grammomys macmillani"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8384	"2007-06-01/2009-02-01"	"species"	"Grammomys"	"Grammomys surdaster"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8385	"2007-06-01/2009-02-01"	"genus"	"Grammomys"	"Grammomys sp."	"Berega"	"-6.18"	"37.14"	"0"	"0"
8386	"2007-06-01/2009-02-01"	"genus"	"Graphiurus"	"Graphiurus sp."	"Berega"	"-6.18"	"37.14"	"2"	"0"
8387	"2007-06-01/2009-02-01"	"species"	"Heliophobius"	"Heliophobius argenteocinereus"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8388	"2007-06-01/2009-02-01"	"species"	"Hylomyscus"	"Hylomyscus arcimontensis"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8389	"2007-06-01/2009-02-01"	"species"	"Lemniscomys"	"Lemniscomys rosalia"	"Berega"	"-6.18"	"37.14"	"1"	"0"
8390	"2007-06-01/2009-02-01"	"species"	"Lemniscomys"	"Lemniscomys striatus"	"Berega"	"-6.18"	"37.14"	"2"	"0"
8391	"2007-06-01/2009-02-01"	"species"	"Lemniscomys"	"Lemniscomys zebra"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8392	"2007-06-01/2009-02-01"	"genus"	"Lemniscomys"	"Lemniscomys sp."	"Berega"	"-6.18"	"37.14"	"4"	"0"
8393	"2007-06-01/2009-02-01"	"species"	"Lophuromys"	"Lophuromys kilonzoi"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8394	"2007-06-01/2009-02-01"	"species"	"Lophuromys"	"Lophuromys machangui"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8395	"2007-06-01/2009-02-01"	"species"	"Lophuromys"	"Lophuromys makundii"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8396	"2007-06-01/2009-02-01"	"species"	"Mastomys"	"Mastomys erythroleucus"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8397	"2007-06-01/2009-02-01"	"species"	"Montemys"	"Montemys delectorum"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8398	"2007-06-01/2009-02-01"	"species"	"Mus"	"Mus minutoides"	"Berega"	"-6.18"	"37.14"	"1"	"0"
8399	"2007-06-01/2009-02-01"	"species"	"Mus"	"Mus musculus"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8400	"2007-06-01/2009-02-01"	"species"	"Mus"	"Mus triton"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8401	"2007-06-01/2009-02-01"	"species"	"Ochromyscus"	"Ochromyscus niveiventris"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8402	"2007-06-01/2009-02-01"	"species"	"Otomys"	"Otomys angoniensis"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8403	"2007-06-01/2009-02-01"	"genus"	"Otomys"	"Otomys sp."	"Berega"	"-6.18"	"37.14"	"0"	"0"
8404	"2007-06-01/2009-02-01"	"species"	"Pelomys"	"Pelomys fallax"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8405	"2007-06-01/2009-02-01"	"species"	"Rattus"	"Rattus rattus"	"Berega"	"-6.18"	"37.14"	"58"	"0"
8406	"2007-06-01/2009-02-01"	"species"	"Rhabdomys"	"Rhabdomys dilectus"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8407	"2007-06-01/2009-02-01"	"species"	"Saccostomus"	"Saccostomus campestris"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8408	"2007-06-01/2009-02-01"	"species"	"Saccostomus"	"Saccostomus umbriventer"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8409	"2007-06-01/2009-02-01"	"species"	"Serengetimys"	"Serengetimys pernanus"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8410	"2007-06-01/2009-02-01"	"genus"	"Steatomys"	"Steatomys sp."	"Berega"	"-6.18"	"37.14"	"0"	"0"
8411	"2007-06-01/2009-02-01"	"species"	"Zelotomys"	"Zelotomys hildegardeae"	"Berega"	"-6.18"	"37.14"	"0"	"0"
8412	"2009-11-01"	"species"	"Acomys"	"Acomys percivali"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8413	"2009-11-01"	"species"	"Acomys"	"Acomys muzei"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8414	"2009-11-01"	"species"	"Acomys"	"Acomys ngurui"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8415	"2009-11-01"	"species"	"Acomys"	"Acomys wilsoni"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8416	"2009-11-01"	"genus"	"Acomys"	"Acomys sp."	"Berega"	"-6.17"	"37.14"	"0"	"0"
8417	"2009-11-01"	"species"	"Aethomys"	"Aethomys chrysophilus"	"Berega"	"-6.17"	"37.14"	"1"	"0"
8418	"2009-11-01"	"species"	"Aethomys"	"Aethomys kaiseri"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8419	"2009-11-01"	"species"	"Aethomys"	"Aethomys silindensis"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8420	"2009-11-01"	"genus"	"Aethomys"	"Aethomys sp."	"Berega"	"-6.17"	"37.14"	"0"	"0"
8421	"2009-11-01"	"species"	"Arvincanthis"	"Arvincanthis neumanni"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8422	"2009-11-01"	"species"	"Beamys"	"Beamys hindei"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8423	"2009-11-01"	"species"	"Crocidura"	"Crocidura bloyeti"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8424	"2009-11-01"	"species"	"Crocidura"	"Crocidura hirta"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8425	"2009-11-01"	"species"	"Crocidura"	"Crocidura montis"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8426	"2009-11-01"	"species"	"Crocidura"	"Crocidura olivieri"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8427	"2009-11-01"	"species"	"Crocidura"	"Crocidura turba"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8428	"2009-11-01"	"genus"	"Crocidura"	"Crocidura sp."	"Berega"	"-6.17"	"37.14"	"0"	"0"
8429	"2009-11-01"	"species"	"Dasymys"	"Dasymys incomtus"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8430	"2009-11-01"	"species"	"Dendromus"	"Dendromus nyasae"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8431	"2009-11-01"	"species"	"Gerbilliscus"	"Gerbilliscus boehmi"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8432	"2009-11-01"	"species"	"Gerbilliscus"	"Gerbilliscus taborae"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8433	"2009-11-01"	"species"	"Gerbilliscus"	"Gerbilliscus leucogaster"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8434	"2009-11-01"	"species"	"Gerbilliscus"	"Gerbilliscus taborae"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8435	"2009-11-01"	"species"	"Gerbilliscus"	"Gerbilliscus vicinus"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8436	"2009-11-01"	"genus"	"Gerbilliscus"	"Gerbilliscus sp."	"Berega"	"-6.17"	"37.14"	"0"	"0"
8437	"2009-11-01"	"species"	"Gerbillus"	"Gerbillus pusillus"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8438	"2009-11-01"	"species"	"Grammomys"	"Grammomys macmillani"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8439	"2009-11-01"	"species"	"Grammomys"	"Grammomys surdaster"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8440	"2009-11-01"	"genus"	"Grammomys"	"Grammomys sp."	"Berega"	"-6.17"	"37.14"	"0"	"0"
8441	"2009-11-01"	"genus"	"Graphiurus"	"Graphiurus sp."	"Berega"	"-6.17"	"37.14"	"0"	"0"
8442	"2009-11-01"	"species"	"Heliophobius"	"Heliophobius argenteocinereus"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8443	"2009-11-01"	"species"	"Hylomyscus"	"Hylomyscus arcimontensis"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8444	"2009-11-01"	"species"	"Lemniscomys"	"Lemniscomys rosalia"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8445	"2009-11-01"	"species"	"Lemniscomys"	"Lemniscomys striatus"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8446	"2009-11-01"	"species"	"Lemniscomys"	"Lemniscomys zebra"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8447	"2009-11-01"	"genus"	"Lemniscomys"	"Lemniscomys sp."	"Berega"	"-6.17"	"37.14"	"0"	"0"
8448	"2009-11-01"	"species"	"Lophuromys"	"Lophuromys kilonzoi"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8449	"2009-11-01"	"species"	"Lophuromys"	"Lophuromys machangui"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8450	"2009-11-01"	"species"	"Lophuromys"	"Lophuromys makundii"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8451	"2009-11-01"	"species"	"Mastomys"	"Mastomys erythroleucus"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8452	"2009-11-01"	"species"	"Montemys"	"Montemys delectorum"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8453	"2009-11-01"	"species"	"Mus"	"Mus minutoides"	"Berega"	"-6.17"	"37.14"	"1"	"0"
8454	"2009-11-01"	"species"	"Mus"	"Mus musculus"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8455	"2009-11-01"	"species"	"Mus"	"Mus triton"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8456	"2009-11-01"	"species"	"Ochromyscus"	"Ochromyscus niveiventris"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8457	"2009-11-01"	"species"	"Otomys"	"Otomys angoniensis"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8458	"2009-11-01"	"genus"	"Otomys"	"Otomys sp."	"Berega"	"-6.17"	"37.14"	"0"	"0"
8459	"2009-11-01"	"species"	"Pelomys"	"Pelomys fallax"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8460	"2009-11-01"	"species"	"Rattus"	"Rattus rattus"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8461	"2009-11-01"	"species"	"Rhabdomys"	"Rhabdomys dilectus"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8462	"2009-11-01"	"species"	"Saccostomus"	"Saccostomus campestris"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8463	"2009-11-01"	"species"	"Saccostomus"	"Saccostomus umbriventer"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8464	"2009-11-01"	"species"	"Serengetimys"	"Serengetimys pernanus"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8465	"2009-11-01"	"genus"	"Steatomys"	"Steatomys sp."	"Berega"	"-6.17"	"37.14"	"0"	"0"
8466	"2009-11-01"	"species"	"Zelotomys"	"Zelotomys hildegardeae"	"Berega"	"-6.17"	"37.14"	"0"	"0"
8467	"2009-11-01"	"species"	"Acomys"	"Acomys percivali"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8468	"2009-11-01"	"species"	"Acomys"	"Acomys muzei"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8469	"2009-11-01"	"species"	"Acomys"	"Acomys ngurui"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8470	"2009-11-01"	"species"	"Acomys"	"Acomys wilsoni"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8471	"2009-11-01"	"genus"	"Acomys"	"Acomys sp."	"Berega"	"-6.15"	"37.14"	"0"	"0"
8472	"2009-11-01"	"species"	"Aethomys"	"Aethomys chrysophilus"	"Berega"	"-6.15"	"37.14"	"2"	"0"
8473	"2009-11-01"	"species"	"Aethomys"	"Aethomys kaiseri"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8474	"2009-11-01"	"species"	"Aethomys"	"Aethomys silindensis"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8475	"2009-11-01"	"genus"	"Aethomys"	"Aethomys sp."	"Berega"	"-6.15"	"37.14"	"0"	"0"
8476	"2009-11-01"	"species"	"Arvincanthis"	"Arvincanthis neumanni"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8477	"2009-11-01"	"species"	"Beamys"	"Beamys hindei"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8478	"2009-11-01"	"species"	"Crocidura"	"Crocidura bloyeti"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8479	"2009-11-01"	"species"	"Crocidura"	"Crocidura hirta"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8480	"2009-11-01"	"species"	"Crocidura"	"Crocidura montis"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8481	"2009-11-01"	"species"	"Crocidura"	"Crocidura olivieri"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8482	"2009-11-01"	"species"	"Crocidura"	"Crocidura turba"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8483	"2009-11-01"	"genus"	"Crocidura"	"Crocidura sp."	"Berega"	"-6.15"	"37.14"	"0"	"0"
8484	"2009-11-01"	"species"	"Dasymys"	"Dasymys incomtus"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8485	"2009-11-01"	"species"	"Dendromus"	"Dendromus nyasae"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8486	"2009-11-01"	"species"	"Gerbilliscus"	"Gerbilliscus boehmi"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8487	"2009-11-01"	"species"	"Gerbilliscus"	"Gerbilliscus taborae"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8488	"2009-11-01"	"species"	"Gerbilliscus"	"Gerbilliscus leucogaster"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8489	"2009-11-01"	"species"	"Gerbilliscus"	"Gerbilliscus taborae"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8490	"2009-11-01"	"species"	"Gerbilliscus"	"Gerbilliscus vicinus"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8491	"2009-11-01"	"genus"	"Gerbilliscus"	"Gerbilliscus sp."	"Berega"	"-6.15"	"37.14"	"0"	"0"
8492	"2009-11-01"	"species"	"Gerbillus"	"Gerbillus pusillus"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8493	"2009-11-01"	"species"	"Grammomys"	"Grammomys macmillani"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8494	"2009-11-01"	"species"	"Grammomys"	"Grammomys surdaster"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8495	"2009-11-01"	"genus"	"Grammomys"	"Grammomys sp."	"Berega"	"-6.15"	"37.14"	"0"	"0"
8496	"2009-11-01"	"genus"	"Graphiurus"	"Graphiurus sp."	"Berega"	"-6.15"	"37.14"	"0"	"0"
8497	"2009-11-01"	"species"	"Heliophobius"	"Heliophobius argenteocinereus"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8498	"2009-11-01"	"species"	"Hylomyscus"	"Hylomyscus arcimontensis"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8499	"2009-11-01"	"species"	"Lemniscomys"	"Lemniscomys rosalia"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8500	"2009-11-01"	"species"	"Lemniscomys"	"Lemniscomys striatus"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8501	"2009-11-01"	"species"	"Lemniscomys"	"Lemniscomys zebra"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8502	"2009-11-01"	"genus"	"Lemniscomys"	"Lemniscomys sp."	"Berega"	"-6.15"	"37.14"	"0"	"0"
8503	"2009-11-01"	"species"	"Lophuromys"	"Lophuromys kilonzoi"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8504	"2009-11-01"	"species"	"Lophuromys"	"Lophuromys machangui"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8505	"2009-11-01"	"species"	"Lophuromys"	"Lophuromys makundii"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8506	"2009-11-01"	"species"	"Mastomys"	"Mastomys erythroleucus"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8507	"2009-11-01"	"species"	"Montemys"	"Montemys delectorum"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8508	"2009-11-01"	"species"	"Mus"	"Mus minutoides"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8509	"2009-11-01"	"species"	"Mus"	"Mus musculus"	"Berega"	"-6.15"	"37.14"	"0"	"0"
8510	"2009-11-01"	"species"	"Mus"	"Mus triton"	"Berega"	"-6.15"	"37.14"	"0"	"0"
