event_date	scientificName	locality	country	verbatim_locality	individual_count	serostatus
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	9 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2007-06	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2007-06	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2007-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2007-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2008-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2008-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2008-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2009-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2009-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2009-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2009-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2009-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-06	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-06	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-06	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	10 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	11 unburned forest	1	1
2007-06	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2007-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2008-06	Myodes glareolus		Sweden	11 unburned forest	1	1
2009-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2009-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	11 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	12 unburned forest	1	1
2007-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-06	Myodes glareolus		Sweden	12 unburned forest	1	1
2007-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2007-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2008-06	Myodes glareolus		Sweden	12 unburned forest	1	1
2008-06	Myodes glareolus		Sweden	12 unburned forest	1	1
2008-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2008-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2009-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2009-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2009-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2009-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2009-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2009-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2009-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-06	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-06	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-06	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-06	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2010-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	12 unburned forest	1	1
2015-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-06	Myodes glareolus		Sweden	12 unburned forest	1	1
2015-06	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	0
2015-09	Myodes glareolus		Sweden	12 unburned forest	1	1
2007-06	Myodes glareolus		Sweden	13 fire area	1	1
2007-06	Myodes glareolus		Sweden	13 fire area	1	0
2007-06	Myodes glareolus		Sweden	13 fire area	1	1
2007-06	Myodes glareolus		Sweden	13 fire area	1	1
2007-06	Myodes glareolus		Sweden	13 fire area	1	1
2007-06	Myodes glareolus		Sweden	13 fire area	1	1
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-09	Myodes glareolus		Sweden	13 fire area	1	1
2007-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-06	Myodes glareolus		Sweden	13 fire area	1	0
2010-06	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	1
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2010-09	Myodes glareolus		Sweden	13 fire area	1	0
2015-06	Myodes glareolus		Sweden	13 fire area	1	1
2015-06	Myodes glareolus		Sweden	13 fire area	1	0
2015-06	Myodes glareolus		Sweden	13 fire area	1	1
2015-06	Myodes glareolus		Sweden	13 fire area	1	1
2015-09	Myodes glareolus		Sweden	13 fire area	1	0
2015-09	Myodes glareolus		Sweden	13 fire area	1	0
2015-09	Myodes glareolus		Sweden	13 fire area	1	0
2015-09	Myodes glareolus		Sweden	13 fire area	1	0
2015-09	Myodes glareolus		Sweden	13 fire area	1	0
2015-09	Myodes glareolus		Sweden	13 fire area	1	0
2015-09	Myodes glareolus		Sweden	13 fire area	1	1
2015-09	Myodes glareolus		Sweden	13 fire area	1	0
2015-09	Myodes glareolus		Sweden	13 fire area	1	0
2015-09	Myodes glareolus		Sweden	13 fire area	1	0
2015-09	Myodes glareolus		Sweden	13 fire area	1	0
2007-06	Myodes glareolus		Sweden	14 clear cut	1	1
2007-06	Myodes glareolus		Sweden	14 clear cut	1	0
2007-06	Myodes glareolus		Sweden	14 clear cut	1	1
2007-06	Myodes glareolus		Sweden	14 clear cut	1	1
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	1
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	1
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	1
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	1
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-09	Myodes glareolus		Sweden	14 clear cut	1	1
2008-09	Myodes glareolus		Sweden	14 clear cut	1	0
2009-09	Myodes glareolus		Sweden	14 clear cut	1	1
2010-09	Myodes glareolus		Sweden	14 clear cut	1	1
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	1
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	1
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	1
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2010-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-06	Myodes glareolus		Sweden	14 clear cut	1	0
2015-06	Myodes glareolus		Sweden	14 clear cut	1	1
2015-06	Myodes glareolus		Sweden	14 clear cut	1	1
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	1
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	1
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2015-09	Myodes glareolus		Sweden	14 clear cut	1	0
2007-06	Myodes glareolus		Sweden	15 clear cut	1	1
2007-09	Myodes glareolus		Sweden	15 clear cut	1	1
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2007-09	Myodes glareolus		Sweden	15 clear cut	1	0
2008-06	Myodes glareolus		Sweden	15 clear cut	1	1
2009-09	Myodes glareolus		Sweden	15 clear cut	1	1
2009-09	Myodes glareolus		Sweden	15 clear cut	1	0
2009-09	Myodes glareolus		Sweden	15 clear cut	1	0
2009-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	1
2010-09	Myodes glareolus		Sweden	15 clear cut	1	1
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2010-09	Myodes glareolus		Sweden	15 clear cut	1	0
2015-06	Myodes glareolus		Sweden	15 clear cut	1	0
2015-06	Myodes glareolus		Sweden	15 clear cut	1	0
2015-09	Myodes glareolus		Sweden	15 clear cut	1	1
2015-09	Myodes glareolus		Sweden	15 clear cut	1	0
2015-09	Myodes glareolus		Sweden	15 clear cut	1	0
2015-09	Myodes glareolus		Sweden	15 clear cut	1	1
2015-09	Myodes glareolus		Sweden	15 clear cut	1	1
2015-09	Myodes glareolus		Sweden	15 clear cut	1	0
2015-09	Myodes glareolus		Sweden	15 clear cut	1	1
2015-09	Myodes glareolus		Sweden	15 clear cut	1	0
2015-09	Myodes glareolus		Sweden	15 clear cut	1	1
2015-09	Myodes glareolus		Sweden	15 clear cut	1	1
2015-09	Myodes glareolus		Sweden	15 clear cut	1	0
2015-09	Myodes glareolus		Sweden	15 clear cut	1	0
2015-09	Myodes glareolus		Sweden	15 clear cut	1	1
2015-09	Myodes glareolus		Sweden	15 clear cut	1	0
2015-09	Myodes glareolus		Sweden	15 clear cut	1	1
2007-06	Myodes glareolus		Sweden	16 clear cut	1	1
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	1
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	0
2007-09	Myodes glareolus		Sweden	16 clear cut	1	1
