rodent_record_id	scientificName	eventDate	verbatimLocality	decimalLatitude	decimalLongitude	IFA_value	PUUV_PCR	DOBV_PCR
35661	Myodes glareolus	2019-09-25	D0048	51.204403	24.08137696	0	Not Tested	Not Tested
35662	Myodes glareolus	2019-09-25	D0031	51.20440702	24.08322399	0	Not Tested	Not Tested
35663	Myodes glareolus	2019-09-25	B0032	51.20068696	24.08665898	0	Not Tested	Not Tested
35664	Microtus arvalis	2019-09-25	D0027	51.20446997	24.08374803	0	Not Tested	Not Tested
35665	Myodes glareolus	2019-09-25	C0020	51.20585298	24.08591702	0	Not Tested	Not Tested
35666	Myodes glareolus	2019-09-25	C0030	51.20593898	24.08511001	0	Not Tested	Not Tested
35667	Myodes glareolus	2019-09-25	C0044	51.20629001	24.08458102	0	Not Tested	Not Tested
35668	Myodes glareolus	2019-09-25	C0017	51.20584896	24.08617803	0	Not Tested	Not Tested
35669	Myodes glareolus	2019-09-25	C0014	51.20573304	24.08637903	0	Not Tested	Not Tested
35670	Myodes glareolus	2019-09-25	C0024	51.20583597	24.08567	0	Not Tested	Not Tested
35671	Apodemus flavicolus	2019-09-25	D0014	51.20455303	24.08551804	0	Not Tested	Not Tested
35672	Myodes glareolus	2019-09-25	D0034	51.20440702	24.08283901	0	Not Tested	Not Tested
35673	Apodemus flavicolus	2019-09-25	D0026	51.20448598	24.08393604	0	Not Tested	Not Tested
35674	Myodes glareolus	2019-09-25	D0033	51.20443996	24.08296097	0	Not Tested	Not Tested
35675	Myodes glareolus	2019-09-25	C0016	51.20579196	24.08623897	0	Not Tested	Not Tested
35676	Apodemus flavicolus	2019-09-25	D0018	51.20451598	24.08499199	0	Not Tested	Not Tested
35677	Myodes glareolus	2019-09-25	D0017	51.20454004	24.08514303	0	Not Tested	Not Tested
35678	Sorex minutus	2019-09-25	D0030	51.20445396	24.08337797	0	Not Tested	Not Tested
35679	Apodemus flavicolus	2019-09-25	C0048	51.20629798	24.08429001	128	POSITIVE	POSITIVE
35680	Myodes glareolus	2019-09-25	D0019	51.20451104	24.08488101	0	Not Tested	Not Tested
35681	Apodemus flavicolus	2019-09-25	C0006	51.20534697	24.08616202	0	Not Tested	Not Tested
35682	Sorex minutus	2019-09-25	C0031	51.20599397	24.08507598	0	Not Tested	Not Tested
35683	Myodes glareolus	2019-09-25	D0029	51.20445203	24.08352298	0	Not Tested	Not Tested
35684	Myodes glareolus	2019-09-25	D0008	51.20462604	24.08611198	256	Not Tested	Not Tested
35685	Apodemus agrarius	2019-09-25	C0027	51.20585801	24.08532098	0	Not Tested	Not Tested
35686	Myodes glareolus	2019-09-25	D0050	51.20436402	24.08122801	0	Not Tested	Not Tested
35687	Apodemus agrarius	2019-09-25	D0011	51.20463702	24.08582699	0	Not Tested	Not Tested
35688	Myodes glareolus	2019-09-25	C0011	51.20561804	24.08643703	0	Not Tested	Not Tested
35689	Myodes glareolus	2019-09-25	C0033	51.20608902	24.08512803	0	Not Tested	Not Tested
35690	Apodemus agrarius	2019-09-25	C0002	51.20516097	24.08602598	0	Not Tested	Not Tested
35691	Myodes glareolus	2019-09-25	D0013	51.20456904	24.08562197	0	Not Tested	Not Tested
35692	Myodes glareolus	2019-09-25	C0032	51.20605599	24.08508201	1024	Not Tested	Not Tested
35693	Apodemus flavicolus	2019-09-25	C0010	51.20554503	24.08640099	256	POSITIVE	POSITIVE
35694	Myodes glareolus	2019-09-25	C0034	51.20612296	24.08516197	0	Not Tested	Not Tested
35695	Myodes glareolus	2019-09-25	C0035	51.20613503	24.085195	2048	Not Tested	Not Tested
35696	Apodemus flavicolus	2019-09-25	C0036	51.20618599	24.08523297	128	NEGATIVE	NEGATIVE
35697	Myodes glareolus	2019-09-25	C0040	51.20626998	24.08494899	256	Not Tested	Not Tested
35698	Myodes glareolus	2019-09-25	C0009	51.20550798	24.08636704	0	Not Tested	Not Tested
35699	Myodes glareolus	2019-09-25	C0023	51.20583002	24.08572599	0	Not Tested	Not Tested
35700	Myodes glareolus	2019-09-25	C0019	51.20585198	24.08601701	0	Not Tested	Not Tested
35701	Apodemus flavicolus	2019-09-25	D0037	51.20437902	24.08252402	0	Not Tested	Not Tested
35702	Apodemus flavicolus	2019-09-25	C0005	51.20532501	24.08611701	0	Not Tested	Not Tested
35703	Myodes glareolus	2019-09-25	C0037	51.20624199	24.08518301	0	Not Tested	Not Tested
35704	Myodes glareolus	2019-09-25	D0038	51.20441196	24.082448	0	Not Tested	Not Tested
35705	Myodes glareolus	2019-09-25	D0039	51.204433	24.08237399	0	Not Tested	Not Tested
35706	Apodemus flavicolus	2019-09-25	D0049	51.20439604	24.08129901	0	Not Tested	Not Tested
35707	Myodes glareolus	2019-09-25	D0035	51.20439202	24.08272301	0	Not Tested	Not Tested
35708	Myodes glareolus	2019-09-25	D0035	51.20439202	24.08272301	0	Not Tested	Not Tested
35709	Myodes glareolus	2019-09-25	D0014	51.20455303	24.08551804	0	Not Tested	Not Tested
35710	Apodemus flavicolus	2019-09-25	D0016	51.20455597	24.08524898	0	Not Tested	Not Tested
35711	Myodes glareolus	2019-09-25	D0003	51.20465001	24.08660802	256	Not Tested	Not Tested
35712	Apodemus flavicolus	2019-09-25	D0012	51.20459704	24.08574896	0	Not Tested	Not Tested
35713	Apodemus flavicolus	2019-09-25	D0002	51.20464498	24.08684799	0	Not Tested	Not Tested
35714	Apodemus flavicolus	2019-09-25	D0007	51.20462998	24.08622304	64	NEGATIVE	NEGATIVE
35715	Apodemus agrarius	2019-09-25	D0006	51.20463903	24.08633603	1024	POSITIVE	POSITIVE
35716	Myodes glareolus	2019-09-25	B0041	51.20005597	24.08620996	0	Not Tested	Not Tested
35717	Apodemus agrarius	2019-09-25	D0001	51.20464498	24.08684799	0	Not Tested	Not Tested
35718	Apodemus flavicolus	2019-09-25	B0028	51.20095904	24.08688496	0	Not Tested	Not Tested
35719	Myodes glareolus	2019-09-25	B0047	51.199643	24.08625204	0	Not Tested	Not Tested
35720	Apodemus flavicolus	2019-09-25	B0017	51.20173696	24.08752299	0	Not Tested	Not Tested
35721	Myodes glareolus	2019-09-25	B0032	51.20068696	24.08665898	0	Not Tested	Not Tested
35722	Myodes glareolus	2019-09-25	B0033	51.20056903	24.08660299	0	Not Tested	Not Tested
35723	Myodes glareolus	2019-09-25	B0024	51.20118904	24.087123	0	Not Tested	Not Tested
35724	Apodemus flavicolus	2019-09-25	D0046	51.20440501	24.081615	0	Not Tested	Not Tested
35725	Myodes glareolus	2019-09-25	B0022	51.20136598	24.087007	0	Not Tested	Not Tested
35726	Apodemus flavicolus	2019-09-25	A0007	51.20284002	24.08979298	0	Not Tested	Not Tested
35727	Myodes glareolus	2019-09-25	A0002	51.20320899	24.08915897	4096	Not Tested	Not Tested
35728	Apodemus flavicolus	2019-09-25	A0012	51.202463	24.09034601	512	NEGATIVE	NEGATIVE
35729	Sorex minutus	2019-09-25	A0008	51.20280197	24.08992801	0	Not Tested	Not Tested
35730	Microtus subterraneus	2019-09-25	A0042	51.19999101	24.09276403	0	Not Tested	Not Tested
35731	Myodes glareolus	2019-09-24	B0024	51.20118904	24.087123	0	Not Tested	Not Tested
35732	Myodes glareolus	2019-09-24	B0037	51.20033199	24.08635799	0	Not Tested	Not Tested
35733	Sorex minutus	2019-09-24	A0018	51.20206604	24.09104699	0	Not Tested	Not Tested
35734	Apodemus flavicolus	2019-09-24	A0007	51.20284002	24.08979298	0	NEGATIVE	NEGATIVE
35735	Apodemus flavicolus	2019-09-24	A0009	51.202735	24.09005801	64	NEGATIVE	NEGATIVE
35736	Myodes glareolus	2019-09-24	B0039	51.20022101	24.08619798	0	Not Tested	Not Tested
35737	Myodes glareolus	2019-09-24	B0011	51.20227802	24.08824501	0	Not Tested	Not Tested
35738	Apodemus flavicolus	2019-09-24	B0029	51.20091403	24.08680902	0	Not Tested	Not Tested
35739	Myodes glareolus	2019-09-24	B0007	51.20261203	24.08860601	128	Not Tested	Not Tested
35740	Myodes glareolus	2019-09-24	B0017	51.20173696	24.08752299	0	Not Tested	Not Tested
35741	Apodemus flavicolus	2019-09-24	A0017	51.20213804	24.09088799	0	Not Tested	Not Tested
35742	Apodemus flavicolus	2019-09-24	B0014	51.20198398	24.08775802	0	Not Tested	Not Tested
35743	Apodemus flavicolus	2019-09-24	B0013	51.202088	24.08791602	0	Not Tested	Not Tested
35744	Apodemus flavicolus	2019-09-24	B0009	51.20243199	24.08844399	0	Not Tested	Not Tested
35745	Myodes glareolus	2019-09-24	B0023	51.20127596	24.08706903	0	Not Tested	Not Tested
35746	Myodes glareolus	2019-09-24	B0008	51.20246996	24.08850501	0	Not Tested	Not Tested
35747	Apodemus flavicolus	2019-09-24	A0005	51.20293097	24.08959701	0	Not Tested	Not Tested
35748	Apodemus flavicolus	2019-09-24	A0046	51.19954099	24.09282303	0	Not Tested	Not Tested
35749	Myodes glareolus	2019-09-24	A0049	51.199269	24.09270996	0	Not Tested	Not Tested
35750	Apodemus flavicolus	2019-09-24	A0034	51.20081898	24.09250301	0	Not Tested	Not Tested
35751	Myodes glareolus	2019-09-24	A0040	51.20018103	24.092674	0	Not Tested	Not Tested
35752	Myodes glareolus	2019-09-24	B0025	51.20113296	24.08704396	0	Not Tested	Not Tested
35753	Myodes glareolus	2019-09-25	D0042	51.20445798	24.08211197	0	Not Tested	Not Tested
35754	Apodemus flavicolus	2019-09-24	B0033	51.20056903	24.08660299	0	Not Tested	Not Tested
