virus_clean,family,taxonomic_level,assay_clean,host_species,host_genus,host_family,host_order,n_assayed,n_positive,prop_pos
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,12,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,26,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,1,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,17,1,0.058823529411764705
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys longicaudatus,Oligoryzomys,Cricetidae,Rodentia,2,2,1
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys chacoensis,Oligoryzomys,Cricetidae,Rodentia,1,1,1
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Akodon varius,Akodon,Cricetidae,Rodentia,1,1,1
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys flavescens,Oligoryzomys,Cricetidae,Rodentia,20,20,1
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Akodon azarae,Akodon,Cricetidae,Rodentia,35,35,1
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Necromys obscurus,Necromys,Cricetidae,Rodentia,7,7,1
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Holochilus brasiliensis,Holochilus,Cricetidae,Rodentia,1,1,1
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Oligoryzomys longicaudatus,Oligoryzomys,Cricetidae,Rodentia,17,17,1
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Abrothrix longipilis,Abrothrix,Cricetidae,Rodentia,1,1,1
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Calomys laucha,Calomys,Cricetidae,Rodentia,5,3,0.6
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Akodon toba,Akodon,Cricetidae,Rodentia,1,1,1
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,42,2,0.047619047619047616
Orthohantavirus hantanense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,3,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Microtus arvalis,Microtus,Cricetidae,Rodentia,53,4,0.07547169811320754
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,34,3,0.08823529411764706
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Microtus arvalis,Microtus,Cricetidae,Rodentia,1,1,1
Orthohantavirus hantanense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,26,6,0.23076923076923078
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,32,1,0.03125
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,9,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,9,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Microtus arvalis,Microtus,Cricetidae,Rodentia,22,6,0.2727272727272727
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,12,1,0.08333333333333333
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,4,0,0
Orthohantavirus puumalaense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,22,5,0.22727272727272727
Orthohantavirus hantanense,Hantaviridae,species,Serology,Microtus arvalis,Microtus,Cricetidae,Rodentia,2,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,2,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,27,2,0.07407407407407407
Orthohantavirus hantanense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,22,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,21,4,0.19047619047619047
Mammarenavirus whitewaterense,Arenaviridae,species,Serology,Neotoma albigula,Neotoma,Cricetidae,Rodentia,16,3,0.1875
Orthohantavirus seoulense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,237,16,0.06751054852320675
Orthohantavirus seoulense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,60,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,147,2,0.013605442176870748
Orthohantavirus seoulense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,4,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,1,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,161,90,0.5590062111801242
Orthohantavirus seoulense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,132,56,0.42424242424242425
Orthohantavirus seoulense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,110,33,0.3
Orthohantavirus seoulense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,1,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Microtus pennsylvanicus,Microtus,Cricetidae,Rodentia,23,9,0.391304347826087
Orthohantavirus seoulense,Hantaviridae,species,Serology,Microtus pennsylvanicus,Microtus,Cricetidae,Rodentia,64,9,0.140625
Orthohantavirus seoulense,Hantaviridae,species,Serology,Microtus pennsylvanicus,Microtus,Cricetidae,Rodentia,26,4,0.15384615384615385
Orthohantavirus seoulense,Hantaviridae,species,Serology,Microtus pennsylvanicus,Microtus,Cricetidae,Rodentia,8,3,0.375
Orthohantavirus seoulense,Hantaviridae,species,Serology,Peromyscus leucopus,Peromyscus,Cricetidae,Rodentia,50,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Peromyscus leucopus,Peromyscus,Cricetidae,Rodentia,37,1,0.02702702702702703
Orthohantavirus seoulense,Hantaviridae,species,Serology,Peromyscus leucopus,Peromyscus,Cricetidae,Rodentia,7,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Sciurus carolinensis,Sciurus,Sciuridae,Rodentia,6,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Sciurus carolinensis,Sciurus,Sciuridae,Rodentia,5,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Blarina brevicauda,Blarina,Soricidae,Soricomorpha,4,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Blarina brevicauda,Blarina,Soricidae,Soricomorpha,5,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Tamias striatus,Tamias,Sciuridae,Rodentia,7,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Mustela frenata,Mustela,Mustelidae,Carnivora,4,1,0.25
Orthohantavirus seoulense,Hantaviridae,species,Serology,Didelphis virginiana,Didelphis,Didelphidae,Didelphimorphia,3,0,0
Orthohantavirus seoulense,Hantaviridae,species,Serology,Sylvilagus floridanus,Sylvilagus,Leporidae,Lagomorpha,1,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,113,8,0.07079646017699115
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,19,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,17,2,0.11764705882352941
Orthohantavirus hantanense,Hantaviridae,species,Serology,Microtus subterraneus,Microtus,Cricetidae,Rodentia,2,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Microtus arvalis,Microtus,Cricetidae,Rodentia,1,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Sorex araneus,Sorex,Soricidae,Soricomorpha,2,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Sorex alpinus,Sorex,Soricidae,Soricomorpha,2,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,302,29,0.09602649006622517
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Tamias minimus,Tamias,Sciuridae,Rodentia,48,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus truei,Peromyscus,Cricetidae,Rodentia,3,1,0.3333333333333333
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,385,36,0.09350649350649351
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus truei,Peromyscus,Cricetidae,Rodentia,155,4,0.025806451612903226
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus leucopus,Peromyscus,Cricetidae,Rodentia,2,1,0.5
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Reithrodontomys megalotis,Reithrodontomys,Cricetidae,Rodentia,2,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Tamias minimus,Tamias,Sciuridae,Rodentia,64,0,0
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Tamias quadrivittatus,Tamias,Sciuridae,Rodentia,2,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Baiomys taylori,Baiomys,Cricetidae,Rodentia,1,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Baiomys taylori,Baiomys,Cricetidae,Rodentia,3,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,30,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,21,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,12,1,0.08333333333333333
Orthohantavirus bayoui,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,26,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Ochrotomys nuttalli,Ochrotomys,Cricetidae,Rodentia,1,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Oryzomys palustris,Oryzomys,Cricetidae,Rodentia,45,7,0.15555555555555556
Orthohantavirus bayoui,Hantaviridae,species,Serology,Oryzomys palustris,Oryzomys,Cricetidae,Rodentia,20,5,0.25
Orthohantavirus bayoui,Hantaviridae,species,Serology,Oryzomys palustris,Oryzomys,Cricetidae,Rodentia,3,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Oryzomys palustris,Oryzomys,Cricetidae,Rodentia,8,3,0.375
Orthohantavirus bayoui,Hantaviridae,species,Serology,Peromyscus leucopus,Peromyscus,Cricetidae,Rodentia,3,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,1,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,1,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,1,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,21,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,8,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Rattus rattus,Rattus,Muridae,Rodentia,1,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Reithrodontomys fulvescens,Reithrodontomys,Cricetidae,Rodentia,7,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Reithrodontomys fulvescens,Reithrodontomys,Cricetidae,Rodentia,7,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Reithrodontomys humulis,Reithrodontomys,Cricetidae,Rodentia,1,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Reithrodontomys humulis,Reithrodontomys,Cricetidae,Rodentia,2,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Sigmodon hispidus,Sigmodon,Cricetidae,Rodentia,95,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Sigmodon hispidus,Sigmodon,Cricetidae,Rodentia,5,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Sigmodon hispidus,Sigmodon,Cricetidae,Rodentia,11,0,0
Orthohantavirus bayoui,Hantaviridae,species,Serology,Sigmodon hispidus,Sigmodon,Cricetidae,Rodentia,4,1,0.25
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Nephelomys albigularis,Nephelomys,Cricetidae,Rodentia,12,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Euryoryzomys nitidus,Euryoryzomys,Cricetidae,Rodentia,20,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Hylaeamys yunganus,Hylaeamys,Cricetidae,Rodentia,29,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Oligoryzomys microtis,Oligoryzomys,Cricetidae,Rodentia,32,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Oecomys bicolor,Oecomys,Cricetidae,Rodentia,6,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Oecomys roberti,Oecomys,Cricetidae,Rodentia,13,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Hylaeamys megacephalus,Hylaeamys,Cricetidae,Rodentia,14,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Nectomys squamipes,Nectomys,Cricetidae,Rodentia,2,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Oecomys bicolor,Oecomys,Cricetidae,Rodentia,15,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Oligoryzomys microtis,Oligoryzomys,Cricetidae,Rodentia,10,3,0.3
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Oligoryzomys microtis,Oligoryzomys,Cricetidae,Rodentia,12,2,0.16666666666666666
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Oligoryzomys microtis,Oligoryzomys,Cricetidae,Rodentia,13,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Oligoryzomys flavescens,Oligoryzomys,Cricetidae,Rodentia,9,0,0
Rio Mamore hantavirus,Hantaviridae,species,"PCR, culture or sequencing",Oligoryzomys chacoensis,Oligoryzomys,Cricetidae,Rodentia,5,0,0
Isla Vista hantavirus,Hantaviridae,species,Serology,Microtus californicus,Microtus,Cricetidae,Rodentia,3,2,0.6666666666666666
Isla Vista hantavirus,Hantaviridae,species,Serology,Peromyscus californicus,Peromyscus,Cricetidae,Rodentia,19,2,0.10526315789473684
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,51,7,0.13725490196078433
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus californicus,Peromyscus,Cricetidae,Rodentia,23,2,0.08695652173913043
Orthohantavirus sinnombrense,Hantaviridae,species,Serology,Peromyscus maniculatus,Peromyscus,Cricetidae,Rodentia,74,14,0.1891891891891892
Isla Vista hantavirus,Hantaviridae,species,Serology,Microtus californicus,Microtus,Cricetidae,Rodentia,15,3,0.2
Isla Vista hantavirus,Hantaviridae,species,Serology,Microtus californicus,Microtus,Cricetidae,Rodentia,15,0,0
Araraquara virus,Hantaviridae,species,"PCR, culture or sequencing",Akodon cursor,Akodon,Cricetidae,Rodentia,12,3,0.25
Araraquara virus,Hantaviridae,species,"PCR, culture or sequencing",Akodon montensis,Akodon,Cricetidae,Rodentia,19,3,0.15789473684210525
Araraquara virus,Hantaviridae,species,"PCR, culture or sequencing",Hylaeamys megacephalus,Hylaeamys,Cricetidae,Rodentia,2,0,0
Araraquara virus,Hantaviridae,species,"PCR, culture or sequencing",Necromys lasiurus,Necromys,Cricetidae,Rodentia,4,2,0.5
Araraquara virus,Hantaviridae,species,"PCR, culture or sequencing",Nectomys squamipes,Nectomys,Cricetidae,Rodentia,3,0,0
Juquitiba virus,Hantaviridae,species,"PCR, culture or sequencing",Oligoryzomys nigripes,Oligoryzomys,Cricetidae,Rodentia,32,5,0.15625
Araraquara virus,Hantaviridae,species,"PCR, culture or sequencing",Rattus rattus,Rattus,Muridae,Rodentia,15,0,0
Araraquara virus,Hantaviridae,species,"PCR, culture or sequencing",Thaptomys nigrita,Thaptomys,Cricetidae,Rodentia,2,1,0.5
Orthohantavirus hantanense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus agrarius,Apodemus,Muridae,Rodentia,182,52,0.2857142857142857
Orthohantavirus hantanense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus agrarius,Apodemus,Muridae,Rodentia,107,225,2.102803738317757
Orthohantavirus hantanense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus agrarius,Apodemus,Muridae,Rodentia,83,10,0.12048192771084337
Orthohantavirus hantanense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus agrarius,Apodemus,Muridae,Rodentia,114,12,0.10526315789473684
Orthohantavirus hantanense,Hantaviridae,species,"PCR, culture or sequencing",Apodemus agrarius,Apodemus,Muridae,Rodentia,56,2,0.03571428571428571
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus tanezumi,Rattus,Muridae,Rodentia,96,2,0.020833333333333332
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus norvegicus,Rattus,Muridae,Rodentia,1,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Rattus nitidus,Rattus,Muridae,Rodentia,25,2,0.08
Orthohantavirus hantanense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,13,1,0.07692307692307693
Orthohantavirus luxiense,Hantaviridae,species,Serology,Eothenomys miletus,Eothenomys,Cricetidae,Rodentia,129,23,0.17829457364341086
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus draco,Apodemus,Muridae,Rodentia,19,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Apodemus chevrieri,Apodemus,Muridae,Rodentia,31,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Niviventer fulvescens,Niviventer,Muridae,Rodentia,2,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Mus caroli,Mus,Muridae,Rodentia,2,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Blarinella wardi,Blarinella,Soricidae,Soricomorpha,7,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Suncus murinus,Suncus,Soricidae,Soricomorpha,2,0,0
Orthohantavirus hantanense,Hantaviridae,species,Serology,Tupaia glis,Tupaia,Tupaiidae,Scandentia,3,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,189,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,32,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Apodemus uralensis,Apodemus,Muridae,Rodentia,2,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Myodes glareolus,Myodes,Cricetidae,Rodentia,94,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Microtus arvalis,Microtus,Cricetidae,Rodentia,63,3,0.047619047619047616
Orthohantavirus tulaense,Hantaviridae,species,Serology,Microtus subterraneus,Microtus,Cricetidae,Rodentia,1,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,18,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Apodemus sylvaticus,Apodemus,Muridae,Rodentia,163,1,0.006134969325153374
Orthohantavirus tulaense,Hantaviridae,species,Serology,Apodemus uralensis,Apodemus,Muridae,Rodentia,184,3,0.016304347826086956
Orthohantavirus tulaense,Hantaviridae,species,Serology,Mus musculus,Mus,Muridae,Rodentia,3,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Micromys minutus,Micromys,Muridae,Rodentia,1,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Microtus arvalis,Microtus,Cricetidae,Rodentia,808,82,0.10148514851485149
Orthohantavirus tulaense,Hantaviridae,species,Serology,Sorex araneus,Sorex,Soricidae,Soricomorpha,5,0,0
Orthohantavirus tulaense,Hantaviridae,species,Serology,Sorex minutus,Sorex,Soricidae,Soricomorpha,3,0,0
Orthohantavirus andesense,Hantaviridae,species,"PCR, culture or sequencing",Akodon montensis,Akodon,Cricetidae,Rodentia,5,0,0
Orthohantavirus andesense,Hantaviridae,species,"PCR, culture or sequencing",Akodon cursor,Akodon,Cricetidae,Rodentia,1,0,0
Orthohantavirus andesense,Hantaviridae,species,"PCR, culture or sequencing",Oligoryzomys nigripes,Oligoryzomys,Cricetidae,Rodentia,17,3,0.17647058823529413
Orthohantavirus andesense,Hantaviridae,species,"PCR, culture or sequencing",Delomys dorsalis,Delomys,Cricetidae,Rodentia,9,0,0
Orthohantavirus andesense,Hantaviridae,species,"PCR, culture or sequencing",Nectomys squamipes,Nectomys,Cricetidae,Rodentia,1,0,0
Orthohantavirus andesense,Hantaviridae,species,"PCR, culture or sequencing",Trinomys dimidiatus,Trinomys,Echimyidae,Rodentia,8,0,0
