rodent_record_id,study_id,scientificName,eventDate,locality,country,verbatimLocality,coordinate_resolution,decimalLatitude,decimalLongitude,individualCount,trapEffort,trapEffortResolution
27364,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27365,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27366,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27367,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27368,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27369,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27370,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27371,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27372,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27373,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27374,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27375,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27376,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27377,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27378,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27379,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27380,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27381,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27382,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27383,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27384,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27385,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27386,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27387,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27388,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27389,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27390,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27391,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27392,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27393,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27394,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27395,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27396,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27397,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27398,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27399,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27400,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27401,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27402,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27403,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27404,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27405,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27406,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27407,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27408,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27409,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27410,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27411,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27412,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27413,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27414,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27415,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27416,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27417,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27418,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27419,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27420,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27421,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27422,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27423,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27424,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27425,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27426,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27427,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27428,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27429,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27430,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27431,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27432,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27433,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27434,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27435,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27436,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27437,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27438,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27439,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27440,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27441,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27442,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27443,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27444,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27445,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27446,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27447,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27448,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27449,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27450,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27451,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27452,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27453,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27454,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27455,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27456,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27457,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27458,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27459,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27460,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27461,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27462,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27463,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27464,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27465,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27466,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27467,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27468,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27469,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27470,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27471,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27472,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27473,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27474,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27475,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27476,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27477,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27478,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27479,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27480,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27481,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27482,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27483,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27484,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27485,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27486,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27487,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27488,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27489,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27490,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27491,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27492,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27493,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27494,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27495,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27496,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27497,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27498,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27499,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27500,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27501,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27502,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27503,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27504,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27505,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27506,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27507,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27508,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27509,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27510,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27511,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27512,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27513,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27514,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27515,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27516,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27517,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27518,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27519,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27520,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27521,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27522,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27523,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27524,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27525,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27526,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27527,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27528,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27529,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27530,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27531,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27532,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27533,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27534,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27535,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27536,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27537,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27538,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27539,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27540,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27541,87,Mastomys natalensis,2010-12-01,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27542,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27543,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27544,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27545,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27546,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27547,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27548,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27549,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27550,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27551,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27552,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27553,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27554,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27555,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27556,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27557,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27558,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27559,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27560,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27561,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27562,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27563,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27564,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27565,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27566,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27567,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27568,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27569,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
27570,87,Mastomys natalensis,2010-12-02,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
