rodent_record_id,study_id,scientificName,eventDate,locality,country,verbatimLocality,coordinate_resolution,decimalLatitude,decimalLongitude,individualCount,trapEffort,trapEffortResolution
23821,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23822,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23823,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23824,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23825,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23826,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23827,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23828,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23829,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23830,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23831,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23832,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23833,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23834,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23835,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23836,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23837,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23838,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23839,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23840,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23841,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23842,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23843,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23844,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23845,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23846,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23847,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23848,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23849,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23850,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23851,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23852,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23853,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23854,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23855,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23856,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23857,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23858,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23859,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23860,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23861,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23862,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23863,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23864,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23865,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23866,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23867,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23868,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23869,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23870,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23871,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23872,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23873,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23874,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23875,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23876,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23877,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23878,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23879,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23880,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23881,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23882,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23883,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23884,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23885,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23886,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23887,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23888,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23889,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23890,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23891,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23892,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23893,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23894,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23895,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23896,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23897,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23898,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23899,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23900,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23901,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23902,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23903,87,Mastomys natalensis,2008-11-29,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23904,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23905,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23906,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23907,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23908,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23909,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23910,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23911,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23912,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23913,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23914,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23915,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23916,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23917,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23918,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23919,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23920,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23921,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23922,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23923,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23924,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23925,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23926,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23927,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23928,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23929,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23930,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23931,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23932,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23933,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23934,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23935,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23936,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23937,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23938,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23939,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23940,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23941,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23942,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23943,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23944,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23945,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23946,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23947,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23948,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23949,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23950,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23951,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23952,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23953,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23954,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23955,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23956,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23957,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23958,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23959,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23960,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23961,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23962,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23963,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23964,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23965,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23966,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23967,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23968,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23969,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23970,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23971,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23972,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23973,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23974,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23975,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23976,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23977,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23978,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23979,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23980,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23981,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23982,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23983,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23984,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23985,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23986,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23987,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23988,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23989,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23990,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23991,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23992,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23993,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23994,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23995,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23996,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23997,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23998,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
23999,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24000,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24001,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24002,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24003,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24004,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24005,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24006,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24007,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24008,87,Mastomys natalensis,2008-11-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24009,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24010,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24011,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24012,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24013,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24014,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24015,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24016,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24017,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24018,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24019,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24020,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24021,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24022,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24023,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24024,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24025,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24026,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
24027,87,Mastomys natalensis,2008-12-30,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
